Well;;B02;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;D12;E02;E03;E04;E05;E06;E07;E08;E09;E10;E11;E12;F02;F03;F04;F05;F06;F07;F08;F09;F10;F11;F12;G02;G03;G04;G05;G06;G07;G08;G09;G10;G11;G12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66
Blank corrected based on Raw Data (600);17,3333;0,0090;-0,0040;0,0050;1,0220;0,0009;0,8130;-0,0100;-0,0120;0,0300;-0,0090;-0,0060;-0,0050;-0,0040;-0,0030;0,3890;-0,0030;0,3840;-0,0130;-0,0040;0,0000;-0,0040;-0,0070;-0,0008;-0,0140;-0,0070;0,3580;0,0550;0,4190;-0,0130;-0,0120;0,0140;-0,0020;0,0050;-0,0060;-0,0130;0,0120;0,9020;0,0460;0,7710;-0,0130;-0,0060;0,0180;-0,0060;0,0360;-0,0080;-0,0080;0,0650;1,1850;0,0960;1,0540;-0,0120;-0,0100;0,0070;-0,0110;-0,0070;-0,0080;0,0530;-0,0060;0,0040;0,0020;-0,0002;-0,0080;-0,0060;0,1340;-0,0050;-0,0040
Blank corrected based on Raw Data (600);17,5000;0,0050;0,0010;0,0070;1,0450;0,0030;0,8050;-0,0110;-0,0120;0,0330;-0,0080;-0,0050;-0,0006;-0,0040;-0,0030;0,4030;-0,0040;0,3930;-0,0130;-0,0030;0,0020;-0,0080;-0,0060;0,0000;-0,0130;-0,0060;0,3890;0,0550;0,4310;-0,0120;-0,0120;0,0150;-0,0010;-0,0050;-0,0070;-0,0120;0,0130;0,9430;0,0450;0,7660;-0,0120;-0,0060;0,0170;-0,0070;0,0280;-0,0010;-0,0080;0,2400;1,1810;0,1030;1,0680;-0,0120;-0,0100;0,0070;-0,0110;-0,0060;-0,0080;0,0440;-0,0060;0,0030;0,0020;-0,0001;-0,0070;-0,0080;0,1400;-0,0060;-0,0040
Blank corrected based on Raw Data (600);17,6667;0,0070;0,0010;0,0070;1,0700;0,0080;0,7910;-0,0090;-0,0120;0,0350;-0,0090;-0,0050;-0,0090;-0,0030;-0,0030;0,4050;-0,0030;0,4040;-0,0120;-0,0040;0,0020;-0,0050;0,0070;0,0030;-0,0004;-0,0060;0,4630;0,0620;0,4420;-0,0120;-0,0120;0,0170;-0,0030;-0,0070;-0,0070;-0,0130;0,0130;0,9620;0,0490;0,7630;-0,0130;-0,0060;0,0190;-0,0070;0,0240;0,0020;-0,0080;0,0700;1,2040;0,1160;1,0860;-0,0130;-0,0090;0,0080;-0,0110;-0,0070;-0,0080;0,1250;-0,0050;0,0040;0,0020;0,0000;-0,0080;-0,0080;0,1430;-0,0060;0,0050
Blank corrected based on Raw Data (600);17,8333;0,0090;0,0030;0,0070;1,2000;0,0100;0,7810;-0,0070;-0,0120;0,0360;-0,0050;-0,0060;-0,0100;-0,0030;-0,0020;0,4020;-0,0030;0,4140;-0,0130;-0,0030;0,0020;-0,0020;-0,0070;-0,0010;0,0040;-0,0070;0,5140;0,0640;0,4660;-0,0130;-0,0130;0,0180;-0,0030;-0,0070;-0,0070;-0,0120;0,0120;0,9620;0,0480;0,7590;-0,0120;-0,0060;0,0200;-0,0070;0,0180;0,0020;-0,0090;0,0760;1,1940;0,1190;1,1090;-0,0130;-0,0100;0,0090;-0,0090;-0,0060;-0,0080;0,2240;-0,0050;0,0030;0,0020;0,0009;0,0030;-0,0070;0,1480;-0,0060;0,0007
Blank corrected based on Raw Data (600);18,0000;0,0050;0,0030;0,0070;1,0690;0,0150;0,7700;-0,0050;-0,0120;0,0390;-0,0080;-0,0060;-0,0100;-0,0030;-0,0030;0,4250;-0,0040;0,4230;-0,0130;-0,0030;0,0030;-0,0030;-0,0070;0,0040;0,0040;-0,0060;0,5350;0,0660;0,4670;-0,0140;-0,0130;0,0200;-0,0030;-0,0070;-0,0080;-0,0130;0,0110;0,9890;0,0510;0,7570;-0,0130;-0,0060;0,0200;-0,0070;0,0160;-0,0010;0,0001;0,0840;1,2130;0,1280;1,1170;-0,0110;-0,0110;0,0080;-0,0110;-0,0070;-0,0090;0,2680;-0,0050;0,0040;0,0020;-0,0005;-0,0110;-0,0070;0,1530;-0,0050;0,0060
Blank corrected based on Raw Data (600);18,1667;0,0030;0,0020;0,0080;1,1280;0,0160;0,7620;-0,0050;-0,0110;0,0410;-0,0090;-0,0050;0,0010;-0,0020;-0,0020;0,4400;-0,0030;0,4360;-0,0130;-0,0020;0,0050;-0,0030;-0,0050;-0,0040;0,0007;-0,0060;0,5550;0,0710;0,4750;-0,0130;-0,0120;0,0220;-0,0020;-0,0070;-0,0070;-0,0130;0,0120;0,9760;0,0500;0,7520;-0,0120;-0,0060;0,0220;-0,0070;0,0120;-0,0030;-0,0007;0,0910;1,2070;0,1400;1,1390;-0,0120;-0,0090;0,0100;-0,0110;-0,0070;-0,0090;0,0730;-0,0040;0,0060;0,0030;0,0380;0,0070;-0,0070;0,1540;-0,0050;0,0060
Blank corrected based on Raw Data (600);18,3333;-0,0010;0,0002;-0,0020;1,0860;0,0210;0,7440;-0,0110;-0,0110;0,0420;-0,0090;-0,0050;0,0030;0,0080;-0,0020;0,4560;-0,0030;0,4440;-0,0120;-0,0020;0,0050;0,0007;-0,0070;-0,0010;-0,0050;-0,0060;0,5610;0,0700;0,4900;-0,0130;-0,0130;0,0240;-0,0020;-0,0060;-0,0080;-0,0130;0,0120;0,8990;0,0520;0,7460;-0,0120;-0,0060;0,0230;-0,0070;0,0090;-0,0020;0,0002;0,0960;1,2150;0,1350;1,1460;-0,0120;-0,0100;0,0090;-0,0100;-0,0070;-0,0090;0,1470;-0,0050;0,0050;0,0030;0,0010;-0,0090;-0,0070;0,1560;-0,0050;0,0080
Blank corrected based on Raw Data (600);18,5000;0,0080;0,0020;-0,0010;1,0830;0,0260;0,7320;-0,0030;-0,0110;0,0450;-0,0090;-0,0050;-0,0110;-0,0020;-0,0020;0,4640;-0,0020;0,4540;-0,0130;-0,0030;0,0050;-0,0005;-0,0060;0,0040;-0,0010;-0,0060;0,5750;0,0720;0,4940;-0,0130;-0,0120;0,0250;-0,0020;-0,0040;-0,0070;-0,0130;0,0140;0,8700;0,0540;0,7460;-0,0120;-0,0060;0,0240;-0,0060;0,0090;-0,0008;0,0005;0,1020;1,2150;0,1560;1,1430;-0,0130;-0,0100;0,0100;-0,0110;-0,0080;-0,0080;0,3690;-0,0030;0,0040;0,0070;0,0010;-0,0070;-0,0080;0,1620;-0,0050;0,0110
Blank corrected based on Raw Data (600);18,6667;0,0030;0,0040;-0,0005;1,1080;0,0260;0,7250;-0,0110;-0,0110;0,0480;-0,0100;-0,0050;-0,0070;-0,0030;-0,0040;0,4690;0,0005;0,4670;-0,0130;-0,0040;0,0070;-0,0020;-0,0050;0,0040;0,0030;-0,0050;0,5910;0,0730;0,4900;-0,0120;-0,0120;0,0260;-0,0040;-0,0040;-0,0080;-0,0130;0,0200;0,9410;0,0510;0,7410;-0,0120;-0,0070;0,0260;-0,0070;0,0040;-0,0020;0,0005;0,1090;1,2220;0,1510;1,1870;-0,0120;-0,0110;0,0100;-0,0110;-0,0060;-0,0080;0,1070;-0,0010;0,0060;0,0040;0,0010;0,0090;-0,0090;0,1440;-0,0050;-0,0020
Blank corrected based on Raw Data (600);18,8333;0,0040;0,0004;-0,0010;1,0680;0,0300;0,7120;-0,0110;-0,0110;0,0500;-0,0040;-0,0060;-0,0008;-0,0030;-0,0030;0,4600;0,0004;0,4760;-0,0130;-0,0040;0,0080;-0,0010;-0,0070;-0,0001;0,0030;-0,0050;0,6010;0,0750;0,4850;-0,0120;-0,0130;0,0280;-0,0030;-0,0040;-0,0080;-0,0130;0,0220;0,8720;0,0530;0,7330;-0,0120;-0,0070;0,0290;-0,0007;0,0040;0,0030;0,0010;0,1160;1,2410;0,1690;1,1540;-0,0110;-0,0110;0,0110;-0,0120;-0,0060;-0,0070;0,1240;-0,0040;0,0060;0,0050;0,0010;-0,0100;-0,0080;0,1470;-0,0060;0,0040
Blank corrected based on Raw Data (600);19,0000;0,0070;0,0030;-0,0020;1,0980;0,0330;0,7040;0,0020;-0,0120;0,0480;-0,0090;-0,0050;-0,0080;-0,0020;-0,0020;0,4690;-0,0020;0,4890;-0,0120;-0,0040;0,0100;-0,0008;-0,0060;-0,0030;-0,0002;-0,0060;0,6150;0,1400;0,4820;-0,0130;-0,0120;0,0310;-0,0020;-0,0080;-0,0070;-0,0140;0,0140;0,8580;0,0580;0,7330;-0,0130;-0,0060;0,0260;-0,0070;0,0040;-0,0010;0,0006;0,1280;1,2590;0,1700;1,1520;-0,0120;-0,0090;0,0120;-0,0110;-0,0080;-0,0090;0,0490;-0,0040;0,0060;0,0040;0,0020;-0,0007;-0,0070;0,1710;-0,0050;-0,0040
Blank corrected based on Raw Data (600);19,1667;0,0060;0,0003;-0,0006;1,0350;0,0350;0,6950;-0,0070;-0,0120;0,0460;-0,0070;-0,0040;-0,0002;-0,0020;-0,0020;0,4760;-0,0006;0,4950;-0,0130;-0,0040;0,0100;-0,0009;-0,0060;-0,0030;0,0010;-0,0060;0,6300;0,0780;0,4780;-0,0130;-0,0130;0,0330;-0,0010;-0,0070;-0,0070;-0,0120;0,0130;0,8340;0,2130;0,7270;-0,0130;-0,0050;0,0290;-0,0040;0,0050;0,0010;-0,0008;0,1380;1,2560;0,1730;1,1460;-0,0120;-0,0100;0,0110;-0,0100;-0,0070;-0,0080;0,2800;-0,0030;0,0050;0,0050;0,0009;0,0110;-0,0080;0,1760;-0,0060;-0,0020
Blank corrected based on Raw Data (600);19,3333;0,0070;0,0040;-0,0010;1,0950;0,0460;0,6870;-0,0100;-0,0120;0,0500;-0,0090;-0,0060;-0,0006;-0,0020;-0,0005;0,4930;-0,0010;0,5080;-0,0130;-0,0030;0,0120;-0,0040;-0,0070;0,0040;0,0004;-0,0060;0,6340;0,0840;0,4760;-0,0130;-0,0130;0,0350;-0,0020;-0,0040;-0,0070;-0,0130;0,0130;0,8390;0,0850;0,7260;-0,0120;-0,0060;0,0320;-0,0070;0,0050;-0,0050;0,0004;0,1470;1,2810;0,1910;1,1550;-0,0110;-0,0090;0,0130;-0,0110;-0,0070;-0,0080;0,4310;-0,0040;0,0060;0,0050;0,0020;0,0060;-0,0080;0,1790;-0,0050;0,0070
Blank corrected based on Raw Data (600);19,5000;0,0080;0,0020;-0,0010;0,8670;0,0510;0,6770;-0,0090;-0,0120;0,0490;-0,0090;-0,0050;0,0007;-0,0050;-0,0010;0,5010;0,0003;0,5200;-0,0140;-0,0030;0,0140;-0,0010;-0,0060;-0,0040;0,0009;-0,0050;0,6460;0,1050;0,4700;-0,0130;-0,0130;0,0380;-0,0020;-0,0060;-0,0070;-0,0130;0,0130;0,7520;0,2800;0,7230;-0,0130;-0,0060;0,0330;-0,0050;0,0030;0,0010;0,0004;0,2160;1,3020;0,2130;1,1300;-0,0130;-0,0100;0,0120;-0,0110;-0,0070;-0,0080;0,3710;-0,0040;0,0070;0,0050;0,0020;-0,0080;-0,0080;0,1790;-0,0060;-0,0050
Blank corrected based on Raw Data (600);19,6667;0,0040;0,0020;-0,0002;0,8890;0,0520;0,6690;-0,0120;-0,0120;0,0520;-0,0070;-0,0060;-0,0040;-0,0030;-0,0007;0,5140;0,0010;0,5270;-0,0110;-0,0040;0,0150;-0,0040;-0,0070;0,0000;0,0030;-0,0060;0,6630;0,0870;0,4660;-0,0120;-0,0130;0,0390;-0,0020;-0,0070;-0,0070;-0,0130;0,0120;0,8020;0,0880;0,7160;-0,0130;-0,0060;0,0350;-0,0070;0,0030;0,0004;0,0001;0,1520;1,2910;0,2010;1,1400;-0,0130;-0,0100;0,0130;0,0220;-0,0070;-0,0080;0,1170;-0,0040;0,0060;0,0060;0,0020;-0,0020;-0,0070;0,1790;-0,0050;-0,0040
Blank corrected based on Raw Data (600);19,8333;-0,0070;-0,0008;-0,0003;0,8380;0,0590;0,6620;-0,0110;-0,0120;0,0510;-0,0090;-0,0060;0,0005;-0,0020;-0,0010;0,5270;0,0030;0,5380;-0,0120;-0,0020;0,0180;0,0020;-0,0060;-0,0050;0,0040;-0,0050;0,6880;0,1400;0,4630;-0,0130;-0,0120;0,0430;-0,0020;-0,0040;-0,0080;-0,0130;0,0140;0,7340;0,0720;0,7150;-0,0130;-0,0060;0,0360;-0,0070;0,0040;-0,0090;0,0010;0,1680;1,3140;0,2310;1,1110;-0,0130;-0,0090;0,0140;-0,0110;-0,0060;-0,0070;0,1920;-0,0020;0,0070;0,0070;0,0010;-0,0040;-0,0080;0,1840;-0,0050;0,0110
Blank corrected based on Raw Data (600);20,0000;0,0080;0,0030;0,0000;0,7370;0,0550;0,6570;-0,0110;-0,0120;0,0520;-0,0090;-0,0060;-0,0005;-0,0020;-0,0001;0,5380;0,0040;0,5720;-0,0120;-0,0030;0,0200;-0,0020;-0,0060;0,0010;0,0030;-0,0050;0,6950;0,0950;0,4580;-0,0130;-0,0120;0,0450;-0,0010;-0,0080;-0,0080;-0,0140;0,0140;0,7340;0,0710;0,7120;-0,0130;-0,0060;0,0370;-0,0060;0,0030;0,0020;0,0004;0,1630;1,3170;0,2550;1,1020;-0,0120;-0,0090;0,0140;0,0140;-0,0080;-0,0080;0,3560;-0,0020;0,0080;0,0080;0,0030;-0,0100;-0,0080;0,1890;-0,0070;0,0000
Blank corrected based on Raw Data (600);20,1667;0,0060;0,0005;-0,0009;0,6590;0,0700;0,6500;-0,0120;-0,0110;0,0580;-0,0090;-0,0060;0,0020;-0,0040;-0,0004;0,5410;0,0060;0,5690;-0,0130;-0,0030;0,0200;-0,0010;-0,0070;-0,0010;0,0050;-0,0050;0,6120;0,0950;0,4530;-0,0130;-0,0130;0,0470;-0,0020;-0,0020;-0,0080;-0,0130;0,0140;0,7210;0,0730;0,7060;-0,0120;-0,0050;0,0400;-0,0080;0,0030;-0,0040;0,0010;0,2690;1,3210;0,2690;1,0850;-0,0120;-0,0110;0,0150;-0,0110;-0,0080;-0,0080;0,2220;-0,0030;0,0080;0,0080;0,0020;-0,0070;-0,0080;0,1930;-0,0050;-0,0020
Blank corrected based on Raw Data (600);20,3333;0,0060;-0,0008;0,0010;0,6580;0,0710;0,6450;-0,0100;-0,0120;0,0610;-0,0100;-0,0050;0,0020;-0,0050;-0,0005;0,5750;0,0080;0,5660;-0,0130;-0,0040;0,0230;0,0020;-0,0070;-0,0006;-0,0130;-0,0040;0,5900;0,1000;0,4500;-0,0120;-0,0120;0,0490;-0,0010;-0,0060;-0,0070;-0,0130;0,0140;0,7310;0,0990;0,7060;-0,0140;-0,0060;0,0430;-0,0070;0,0020;-0,0003;0,0010;0,1910;1,3320;0,2790;1,0730;-0,0120;-0,0100;0,0150;-0,0110;-0,0070;-0,0080;0,0250;-0,0030;0,0080;0,0080;0,0030;-0,0100;-0,0070;0,1940;-0,0060;0,0060
Blank corrected based on Raw Data (600);20,5000;0,0040;0,0030;0,0006;0,6540;0,0820;0,6380;-0,0070;-0,0120;0,0640;-0,0090;-0,0050;-0,0080;0,0004;-0,0001;0,5830;0,0110;0,5660;-0,0110;-0,0030;0,0250;-0,0030;-0,0070;-0,0070;0,0006;-0,0040;0,5020;0,1040;0,4450;-0,0130;-0,0130;0,0530;-0,0006;-0,0040;-0,0070;-0,0130;0,0150;0,7130;0,2150;0,7020;-0,0130;-0,0050;0,0440;-0,0070;0,0030;-0,0020;0,0005;0,2770;1,3410;0,2840;1,0930;-0,0130;-0,0110;0,0160;-0,0110;-0,0070;-0,0090;0,2520;-0,0030;0,0100;0,0080;0,0030;-0,0090;-0,0080;0,1970;-0,0050;0,0020
Blank corrected based on Raw Data (600);20,6667;-0,0050;0,0020;0,0009;0,6460;0,0730;0,6340;-0,0100;-0,0120;0,0880;-0,0100;-0,0060;-0,0010;0,0020;0,0000;0,6120;0,0120;0,5640;-0,0130;-0,0030;0,0250;-0,0010;-0,0070;-0,0020;0,0050;-0,0040;0,4710;0,1080;0,4430;-0,0140;-0,0130;0,0570;-0,0010;-0,0060;-0,0080;-0,0130;0,0150;0,7230;0,2730;0,6970;-0,0130;-0,0050;0,0450;-0,0060;0,0020;-0,0040;0,0020;0,2050;1,3580;0,3100;1,0520;-0,0120;-0,0100;0,0160;-0,0120;-0,0070;-0,0080;0,0830;-0,0020;0,0090;0,0090;0,0040;-0,0090;-0,0080;0,1960;-0,0060;-0,0040
Blank corrected based on Raw Data (600);20,8333;0,0090;0,0050;0,0004;0,6420;0,0820;0,6300;0,0002;-0,0120;0,0530;-0,0090;-0,0060;-0,0040;-0,0020;-0,0020;0,6170;0,0170;0,5590;-0,0020;-0,0040;0,0290;-0,0020;-0,0070;-0,0002;-0,0090;-0,0040;0,5010;0,1060;0,4410;-0,0140;-0,0130;0,0580;-0,0030;-0,0060;-0,0090;-0,0120;0,0250;0,7300;0,1530;0,6950;-0,0120;-0,0070;0,0490;-0,0070;0,0020;0,0020;0,0010;0,2120;1,3530;0,3490;1,0380;-0,0120;-0,0110;0,0170;-0,0110;-0,0070;-0,0080;0,1790;0,0020;0,0090;0,0090;0,0030;0,0170;-0,0090;0,1760;-0,0060;-0,0030
Blank corrected based on Raw Data (600);21,0000;0,0090;0,0010;0,0020;0,6290;0,0860;0,6260;-0,0020;-0,0120;0,0430;-0,0090;-0,0050;0,0020;-0,0001;0,0010;0,6180;0,0160;0,5550;-0,0120;-0,0030;0,0300;0,0000;-0,0070;0,0020;-0,0130;-0,0040;0,4510;0,1100;0,4360;-0,0130;-0,0120;0,0640;-0,0010;-0,0060;-0,0080;-0,0130;0,0160;0,6940;0,2370;0,6910;-0,0120;-0,0060;0,0480;-0,0060;0,0020;-0,0006;0,0003;0,2610;1,3240;0,2410;1,0240;-0,0120;-0,0100;0,0180;-0,0110;-0,0080;-0,0090;0,0020;-0,0030;0,0090;0,0090;0,0030;0,0090;-0,0080;0,2050;-0,0060;0,0030
Blank corrected based on Raw Data (600);21,1667;-0,0070;0,0020;0,0020;0,6230;0,0920;0,6210;-0,0120;-0,0120;0,0520;-0,0090;-0,0050;0,0020;-0,0060;0,0002;0,6200;0,0190;0,5530;-0,0130;-0,0020;0,0330;-0,0010;-0,0070;0,0030;-0,0130;-0,0040;0,4460;0,1150;0,4310;-0,0140;-0,0120;0,0660;-0,0020;-0,0060;-0,0080;-0,0009;0,0180;0,7110;0,0860;0,6870;-0,0130;-0,0050;0,0500;-0,0070;0,0010;0,0760;0,0010;0,4130;1,3560;0,2630;1,0110;-0,0120;-0,0100;0,0170;-0,0120;-0,0070;-0,0080;0,0060;-0,0020;0,0090;0,0100;0,0030;-0,0100;-0,0090;0,2010;-0,0060;-0,0030
Blank corrected based on Raw Data (600);21,3333;0,0110;0,0020;0,0020;0,6210;0,1030;0,6160;-0,0080;-0,0120;0,0520;-0,0090;-0,0050;0,0020;-0,0060;0,0001;0,6350;0,0200;0,5480;-0,0140;-0,0030;0,0350;0,0009;-0,0060;-0,0006;-0,0040;-0,0040;0,4380;0,1160;0,4290;-0,0130;-0,0120;0,0680;-0,0020;0,0110;-0,0080;-0,0130;0,0170;0,6980;0,0840;0,6850;-0,0130;-0,0050;0,0550;-0,0070;0,0010;0,0130;0,0005;0,2290;1,3570;0,3220;0,9970;-0,0110;-0,0100;0,0190;0,0180;-0,0070;-0,0080;0,1050;-0,0020;0,0090;0,0100;0,0040;-0,0090;-0,0090;0,2030;-0,0010;-0,0010
Blank corrected based on Raw Data (600);21,5000;0,0070;0,0020;0,0020;0,6220;0,1040;0,6130;0,0040;-0,0120;0,0530;-0,0050;-0,0060;0,0009;-0,0007;-0,0010;0,6580;0,0250;0,5420;-0,0120;-0,0040;0,0370;0,0010;-0,0006;0,0007;0,0000;-0,0040;0,4670;0,1180;0,4260;-0,0130;-0,0120;0,0680;-0,0010;0,0030;-0,0080;0,0300;0,0260;0,6960;0,0890;0,6830;-0,0130;-0,0060;0,0580;-0,0070;0,0020;-0,0020;0,0010;0,4250;1,3130;0,2880;0,9860;-0,0110;-0,0100;0,0200;-0,0110;-0,0070;-0,0070;0,3760;-0,0020;0,0110;0,0120;0,0050;0,0030;-0,0080;0,1800;0,0060;0,0040
Blank corrected based on Raw Data (600);21,6667;0,0090;0,0030;0,0030;0,6210;0,1130;0,6090;-0,0050;-0,0130;0,0530;-0,0050;-0,0060;0,0008;-0,0006;0,0006;0,6740;0,0250;0,5400;-0,0120;-0,0030;0,0410;-0,0070;-0,0070;0,0010;-0,0003;-0,0030;0,4260;0,1320;0,4240;-0,0130;-0,0130;0,0740;-0,0020;-0,0070;-0,0080;-0,0130;0,0180;0,6880;0,1650;0,6810;-0,0140;-0,0060;0,0570;-0,0060;0,0010;-0,0030;0,0009;0,2390;1,3320;0,3980;0,9960;-0,0120;-0,0100;0,0190;-0,0110;-0,0080;-0,0080;0,1540;-0,0010;0,0090;0,0100;0,0040;0,0050;-0,0080;0,2070;0,0030;0,0003
Blank corrected based on Raw Data (600);21,8333;0,0090;0,0030;0,0030;0,6060;0,1180;0,6050;-0,0004;-0,0120;0,0590;-0,0100;-0,0050;0,0020;-0,0050;0,0010;0,6900;0,0280;0,5360;-0,0100;-0,0030;0,0430;-0,0010;-0,0060;0,0580;-0,0007;-0,0020;0,4200;0,1290;0,4220;-0,0120;-0,0120;0,0760;-0,0007;-0,0040;-0,0080;-0,0120;0,0170;0,6890;0,1090;0,6740;-0,0130;-0,0050;0,0590;-0,0060;0,0020;0,0040;0,0005;0,2460;1,2520;0,3870;0,9690;-0,0120;-0,0090;0,0210;-0,0120;-0,0080;-0,0080;0,1100;0,0800;0,0090;0,0100;0,0040;-0,0110;-0,0090;0,2030;-0,0060;-0,0050
Blank corrected based on Raw Data (600);22,0000;0,0100;0,0050;0,0050;0,6070;0,1240;0,6010;-0,0060;-0,0110;0,0620;-0,0090;-0,0050;0,0010;0,0010;0,0010;0,7090;0,0320;0,5320;-0,0120;-0,0030;0,0480;-0,0050;-0,0070;-0,0020;-0,0020;0,0030;0,4180;0,1360;0,4190;-0,0120;-0,0130;0,0770;-0,0001;-0,0070;-0,0080;-0,0130;0,0200;0,6740;0,0900;0,6740;-0,0140;-0,0050;0,0610;-0,0060;0,0020;-0,0020;0,0020;0,3230;1,2580;0,4310;0,9690;-0,0110;-0,0100;0,0210;-0,0120;-0,0090;-0,0080;0,0410;0,0250;0,0100;0,0110;0,0050;0,0008;-0,0080;0,1990;-0,0050;-0,0030
Blank corrected based on Raw Data (600);22,1667;0,0050;0,0020;0,0050;0,6050;0,1310;0,5990;-0,0001;-0,0110;0,0650;-0,0080;-0,0050;0,0007;-0,0005;0,0010;0,7140;0,0350;0,5280;-0,0130;-0,0030;0,0490;-0,0010;-0,0080;0,0050;-0,0002;-0,0030;0,4140;0,1440;0,4160;-0,0130;-0,0130;0,0800;-0,0009;-0,0060;-0,0070;-0,0130;0,0190;0,6730;0,0900;0,6690;-0,0130;-0,0050;0,0630;-0,0070;0,0010;0,0060;0,0004;0,5320;1,1960;0,4470;0,9420;-0,0120;-0,0090;0,0220;-0,0110;-0,0070;-0,0080;0,1330;0,1080;0,0110;0,0130;0,0050;-0,0070;-0,0090;0,2040;-0,0060;-0,0040
Blank corrected based on Raw Data (600);22,3333;0,0100;0,0050;0,0050;0,6020;0,1370;0,5960;-0,0100;-0,0120;0,0690;-0,0100;-0,0050;0,0010;-0,0100;0,0020;0,7400;0,0380;0,5240;-0,0070;-0,0030;0,0540;-0,0010;-0,0060;-0,0060;-0,0030;-0,0020;0,4120;0,1470;0,4150;-0,0130;-0,0130;0,0830;-0,0005;0,0130;-0,0070;-0,0120;0,0200;0,6730;0,1140;0,6700;-0,0130;-0,0040;0,0650;-0,0060;0,0030;0,0008;0,0002;0,3360;1,1960;0,4670;0,9330;-0,0130;-0,0090;0,0220;0,0180;-0,0070;-0,0080;0,0270;0,1850;0,0110;0,0120;0,0050;0,0120;-0,0080;0,2050;-0,0050;0,0020
Blank corrected based on Raw Data (600);22,5000;0,0130;0,0040;0,0050;0,5980;0,1240;0,5920;-0,0001;-0,0120;0,0710;-0,0090;-0,0060;0,0020;0,0060;0,0020;0,7480;0,0410;0,5200;-0,0120;-0,0030;0,0570;0,0000;-0,0080;-0,0020;-0,0120;-0,0030;0,4090;0,1640;0,4130;-0,0140;-0,0130;0,0910;0,0002;-0,0070;-0,0070;-0,0120;0,0220;0,6640;0,0950;0,6640;-0,0120;-0,0050;0,0680;-0,0070;0,0020;0,0700;0,0010;0,2960;1,2120;0,3680;0,9260;-0,0120;-0,0090;0,0220;-0,0120;-0,0070;-0,0090;0,1680;0,1910;0,0100;0,0130;0,0060;-0,0040;-0,0080;0,2090;-0,0060;0,0005
Blank corrected based on Raw Data (600);22,6667;0,0110;0,0050;0,0050;0,6000;0,1460;0,5890;0,0040;-0,0120;0,0720;-0,0090;-0,0050;0,0020;-0,0050;0,0020;0,7560;0,0440;0,5170;-0,0140;-0,0030;0,0590;-0,0020;-0,0070;0,0010;-0,0120;-0,0030;0,4070;0,1680;0,4100;-0,0120;-0,0130;0,0920;-0,0001;0,0020;-0,0080;-0,0130;0,0210;0,6680;0,0990;0,6610;-0,0130;-0,0050;0,0680;-0,0070;0,0020;0,0030;0,0008;0,3800;1,1600;0,4520;0,9160;-0,0120;-0,0110;0,0230;0,0060;-0,0080;-0,0080;0,1090;0,1400;0,0110;0,0150;0,0060;0,0140;-0,0090;0,2180;-0,0060;-0,0040
Blank corrected based on Raw Data (600);22,8333;0,0070;0,0060;0,0060;0,5940;0,1350;0,5870;-0,0120;-0,0120;0,0770;-0,0100;-0,0060;0,0020;-0,0007;0,0020;0,7630;0,0450;0,5130;-0,0120;-0,0040;0,0610;-0,0007;-0,0070;0,0030;0,0030;-0,0030;0,4020;0,2280;0,4080;-0,0130;-0,0130;0,0960;-0,0001;-0,0040;-0,0080;-0,0130;0,0210;0,6600;0,1000;0,6580;-0,0130;-0,0050;0,0730;-0,0070;0,0020;0,0860;0,0010;0,3920;1,1780;0,4290;0,9080;-0,0130;-0,0100;0,0230;-0,0120;-0,0080;-0,0080;0,2950;0,0320;0,0120;0,0130;0,0050;-0,0090;-0,0080;0,2230;-0,0040;0,0020
Blank corrected based on Raw Data (600);23,0000;0,0080;0,0020;0,0070;0,6050;0,1510;0,5850;-0,0050;-0,0120;0,0810;-0,0080;-0,0060;0,0020;-0,0020;0,0005;0,7920;0,0560;0,5100;-0,0090;-0,0040;0,0650;0,0020;-0,0070;-0,0040;0,0040;-0,0010;0,4270;0,2250;0,4070;-0,0140;-0,0130;0,0960;-0,0005;-0,0070;-0,0090;-0,0130;0,0320;0,6870;0,0990;0,6590;-0,0130;-0,0060;0,0750;-0,0070;0,0010;-0,0020;0,0010;0,4630;1,2450;0,4430;0,9530;-0,0110;-0,0110;0,0250;0,0200;-0,0070;-0,0070;0,2310;0,1070;0,0130;0,0140;0,0070;-0,0030;-0,0080;0,1980;-0,0060;-0,0030
