Well;;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11;H12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66;Sample X67;Sample X68;Sample X69;Sample X70;Sample X71;Sample X72;Sample X73;Sample X74;Sample X75;Sample X76;Sample X77;Sample X78;Sample X79;Sample X80;Sample X81;Sample X82;Sample X83;Sample X84;Sample X85;Sample X86;Sample X87;Sample X88
Blank corrected based on Raw Data (600);18,00;0,041;0,009;-0,005;-0,001;-0,014;0,036;-0,011;-0,006;0,058;-0,015;-0,013;0,297;-0,013;-0,018;0,001;-0,019;0,292;-0,009;-0,019;-0,004;-0,017;-0,016;-0,013;-0,016;-0,021;-0,018;-0,02;-0,007;-0,015;-0,019;0,0005125;-0,018;-0,015;-0,02;-0,014;-0,02;-0,016;-0,017;-0,017;-0,012;-0,018;-0,008;-0,019;0,006;0,083;0,073;-0,019;0,05;-0,021;0,149;0,053;-0,018;0,014;-0,019;-0,015;0,251;0,011;-0,013;-0,002;-0,021;0,234;-0,007;-0,016;0,006;0,011;-0,009;-0,008;-0,012;-0,02;-0,015;-0,018;-0,005;-0,008;-0,011;-0,002;0,205;-0,009;0,423;0,333;0,234;0,893;-0,02;0,431;0,453;0,261;1,038;-0,014;-0,01
Blank corrected based on Raw Data (600);18,17;0,042;0,008;-0,004;-0,000775;-0,018;0,039;-0,01;-0,004;0,06;-0,015;-0,013;0,293;-0,014;-0,018;0,002;-0,017;0,292;-0,009;-0,02;-0,003;-0,017;-0,015;-0,014;-0,017;-0,02;-0,019;-0,02;-0,007;-0,014;-0,019;0,000525;-0,018;-0,016;-0,018;-0,013;-0,02;-0,016;-0,017;-0,016;-0,012;-0,017;-0,008;-0,018;0,013;0,09;0,047;-0,018;0,054;-0,021;0,155;0,049;-0,017;0,018;-0,019;-0,015;0,249;0,011;-0,013;-0,002;-0,021;0,242;-0,006;-0,015;0,007;-0,006;-0,008;-0,008;-0,012;-0,019;-0,016;-0,014;-0,005;-0,007;-0,011;-0,003;0,111;-0,008;0,419;0,338;0,244;0,888;-0,019;0,429;0,464;0,271;1,023;-0,015;-0,009
Blank corrected based on Raw Data (600);18,33;0,045;0,009;-0,003;-0,0000125;-0,018;0,042;-0,011;-0,004;0,06;-0,016;-0,013;0,294;0,0006875;-0,018;0,002;-0,017;0,29;-0,01;-0,02;-0,002;-0,018;-0,015;-0,013;-0,016;-0,021;-0,019;-0,02;-0,007;-0,014;-0,018;0,002;-0,016;-0,015;-0,019;-0,013;-0,02;-0,016;-0,016;-0,016;-0,012;-0,017;-0,008;-0,019;0,007;0,092;0,046;-0,02;0,053;-0,021;0,155;0,053;-0,017;0,018;-0,019;-0,015;0,231;0,012;-0,014;-0,002;-0,02;0,246;-0,006;-0,016;0,006;-0,003;-0,014;-0,008;-0,012;-0,021;-0,015;-0,017;-0,004;-0,008;-0,011;-0,002;-0,012;-0,004;0,416;0,336;0,256;0,887;-0,019;0,425;0,47;0,288;1,022;-0,015;-0,01
Blank corrected based on Raw Data (600);18,50;0,044;0,007;-0,006;-0,0009625;-0,018;0,04;-0,012;-0,005;0,058;-0,018;-0,016;0,29;-0,015;-0,021;0,0002375;-0,02;0,285;-0,012;-0,022;-0,005;-0,019;-0,018;-0,016;-0,018;-0,023;-0,021;-0,024;-0,011;-0,017;-0,021;-0,001;-0,021;-0,018;-0,021;-0,015;-0,022;-0,018;-0,019;-0,019;-0,015;-0,02;-0,011;-0,021;0,003;0,092;0,046;-0,021;0,058;-0,023;0,163;0,047;-0,019;0,02;-0,02;-0,018;0,236;0,01;-0,016;-0,003;-0,023;0,243;-0,009;-0,018;0,004;-0,009;-0,018;-0,011;-0,015;-0,022;-0,018;-0,021;-0,007;-0,01;-0,014;-0,005;0,258;-0,01;0,413;0,338;0,266;0,879;-0,021;0,421;0,468;0,291;1,007;-0,016;-0,011
Blank corrected based on Raw Data (600);18,67;0,048;0,008;-0,005;-0,001;-0,017;0,042;-0,011;-0,005;0,059;-0,016;-0,014;0,289;-0,014;-0,019;0,003;-0,019;0,29;-0,011;-0,02;-0,002;-0,018;-0,015;-0,015;-0,017;-0,021;-0,02;-0,022;-0,008;-0,016;-0,021;-0,002;-0,02;-0,017;-0,02;-0,014;-0,021;-0,018;-0,018;-0,017;-0,013;-0,019;-0,01;-0,02;0,015;0,096;0,046;-0,019;0,06;-0,022;0,164;0,049;-0,019;0,022;0,013;-0,016;0,249;0,014;-0,013;-0,002;-0,021;0,246;-0,007;-0,017;0,006;-0,008;-0,011;-0,009;-0,014;-0,021;-0,016;-0,015;-0,005;-0,008;-0,012;-0,003;0,128;0,0003875;0,425;0,342;0,284;0,88;-0,02;0,435;0,478;0,303;1,01;-0,015;-0,009
Blank corrected based on Raw Data (600);18,83;0,05;0,007;-0,005;0;-0,016;0,044;-0,012;-0,006;0,061;-0,015;-0,015;0,291;-0,014;-0,019;0,004;-0,019;0,288;-0,011;-0,021;-0,002;-0,017;-0,016;-0,014;-0,017;-0,023;-0,02;-0,022;-0,009;-0,017;-0,021;-0,0004;-0,019;-0,015;-0,02;-0,015;-0,021;-0,017;-0,017;-0,016;-0,015;-0,019;-0,009;-0,02;0,008;0,098;0,081;-0,02;0,063;-0,021;0,174;0,049;-0,019;0,025;-0,02;-0,016;0,25;0,012;-0,014;-0,0009;-0,022;0,245;-0,008;-0,016;0,007;-0,002;-0,012;-0,01;-0,014;-0,021;-0,017;-0,014;-0,005;-0,009;-0,013;-0,004;0,33;-0,006;0,426;0,347;0,305;0,876;-0,02;0,443;0,482;0,314;1,009;-0,014;-0,01
Blank corrected based on Raw Data (600);19,00;0,05;0,008;-0,004;-0,000225;-0,016;0,045;-0,012;-0,005;0,062;-0,016;-0,015;0,29;-0,014;-0,019;0,004;-0,019;0,286;-0,01;-0,021;-0,000425;-0,017;-0,016;-0,014;-0,017;-0,021;-0,02;-0,021;-0,007;-0,016;-0,02;-0,000625;-0,019;-0,016;-0,019;-0,014;-0,02;-0,017;-0,017;-0,016;-0,013;-0,018;-0,009;-0,018;0,018;0,106;0,056;-0,02;0,067;-0,021;0,176;0,055;-0,019;0,026;-0,018;-0,017;0,251;0,012;-0,013;-0,000125;-0,021;0,243;-0,008;-0,016;0,009;-0,018;-0,017;-0,009;-0,012;-0,021;-0,016;-0,012;-0,005;-0,008;-0,012;-0,003;-0,012;-0,009;0,429;0,347;0,308;0,881;-0,02;0,425;0,488;0,32;1,005;-0,016;-0,008
Blank corrected based on Raw Data (600);19,17;0,052;0,01;-0,004;0,002;-0,014;0,048;-0,011;-0,004;0,062;-0,015;-0,014;0,288;-0,013;-0,018;0,006;-0,018;0,286;-0,01;-0,02;0,0002375;-0,017;-0,016;-0,013;-0,017;-0,02;-0,019;-0,021;-0,009;-0,017;-0,021;-0,0007625;-0,019;-0,015;-0,018;-0,014;-0,02;-0,015;-0,017;-0,015;-0,013;-0,019;-0,008;-0,019;0,024;0,107;0,049;-0,019;0,069;-0,019;0,186;0,046;-0,017;0,029;-0,019;-0,015;0,251;0,013;-0,014;0,0005375;-0,02;0,243;-0,007;-0,016;0,01;-0,016;-0,008;-0,007;-0,012;-0,019;-0,015;-0,014;-0,003;-0,007;-0,011;-0,002;-0,01;-0,008;0,424;0,35;0,321;0,876;-0,019;0,427;0,489;0,335;1,005;-0,014;-0,007
Blank corrected based on Raw Data (600);19,33;0,054;0,004;-0,006;0,001;-0,016;0,048;-0,011;-0,005;0,064;-0,016;-0,015;0,287;-0,013;-0,018;0,004;-0,019;0,283;-0,011;-0,02;0,00065;-0,018;-0,017;-0,015;-0,016;-0,022;-0,02;-0,021;-0,009;-0,018;-0,021;-0,00085;-0,019;-0,016;-0,02;-0,014;-0,021;-0,016;-0,018;-0,017;-0,012;-0,019;-0,01;-0,018;0,00025;0,109;0,041;-0,021;0,06;-0,02;0,19;0,049;-0,017;0,029;-0,019;-0,015;0,25;0,015;-0,014;0,00095;-0,021;0,241;-0,007;-0,017;0,011;-0,018;-0,015;-0,009;-0,009;-0,02;-0,014;-0,019;-0,002;-0,005;-0,012;-0,003;0,046;-0,008;0,432;0,337;0,341;0,871;-0,019;0,431;0,508;0,343;0,998;-0,015;-0,008
Blank corrected based on Raw Data (600);19,50;0,057;0,008;-0,005;0,003;-0,014;0,049;-0,011;-0,005;0,064;-0,015;-0,014;0,285;-0,014;-0,018;0,007;-0,018;0,281;-0,01;-0,02;0,0001125;-0,017;-0,016;-0,015;-0,018;-0,022;-0,02;-0,021;-0,008;-0,017;-0,021;-0,0009875;-0,018;-0,016;-0,019;-0,014;-0,02;-0,017;-0,017;-0,015;-0,014;-0,018;-0,008;-0,019;0,007;0,11;0,047;-0,02;0,077;-0,021;0,19;0,046;-0,017;0,034;-0,019;-0,015;0,247;0,013;-0,013;0,001;-0,021;0,241;-0,007;-0,015;0,01;-0,008;-0,009;-0,009;-0,013;-0,02;-0,015;-0,013;-0,005;-0,007;-0,012;0,002;0,305;-0,003;0,425;0,354;0,346;0,879;-0,019;0,426;0,487;0,357;1,01;-0,015;-0,01
Blank corrected based on Raw Data (600);19,67;0,059;0,008;-0,004;0,003;-0,014;0,05;-0,011;-0,004;0,067;-0,014;-0,015;0,285;-0,014;-0,018;0,007;-0,019;0,28;-0,01;-0,02;0,002;-0,017;-0,015;-0,014;-0,016;-0,021;-0,018;-0,02;-0,008;-0,016;-0,019;-0,001;-0,019;-0,016;-0,017;-0,013;-0,019;-0,014;-0,017;-0,015;-0,013;-0,018;-0,007;-0,018;0,004;0,121;0,049;-0,018;0,081;-0,021;0,189;0,046;-0,017;0,037;-0,018;-0,015;0,246;0,014;-0,014;0,002;-0,02;0,241;-0,006;-0,016;0,012;0,003;-0,012;-0,008;-0,011;-0,02;-0,015;-0,018;-0,004;-0,007;-0,012;-0,002;0,289;-0,008;0,413;0,354;0,355;0,872;-0,019;0,422;0,484;0,371;1,01;-0,015;-0,009
Blank corrected based on Raw Data (600);19,83;0,061;0,003;-0,005;0,001;-0,015;0,052;-0,012;-0,005;0,066;-0,015;-0,015;0,285;-0,013;-0,017;0,006;-0,02;0,28;-0,009;-0,02;0,003;-0,017;-0,016;-0,015;-0,017;-0,022;-0,02;-0,021;-0,008;-0,017;-0,02;-0,0005375;-0,018;-0,016;-0,019;-0,013;-0,021;-0,015;-0,017;-0,015;-0,013;-0,019;-0,01;-0,019;0,003;0,119;0,041;-0,02;0,068;-0,021;0,209;0,049;-0,019;0,035;-0,02;-0,016;0,249;0,016;-0,015;0,003;-0,022;0,24;-0,007;-0,016;0,012;0,007;-0,014;-0,01;-0,009;-0,02;-0,015;-0,019;-0,004;-0,005;-0,012;-0,004;0,224;-0,008;0,433;0,341;0,392;0,866;-0,02;0,433;0,508;0,375;0,992;-0,015;-0,007
Blank corrected based on Raw Data (600);20,00;0,061;0,008;-0,004;0,003;-0,012;0,053;-0,01;-0,003;0,068;-0,015;-0,013;0,284;-0,012;-0,018;0,01;-0,018;0,279;-0,009;-0,019;0,004;-0,017;-0,014;-0,013;-0,016;-0,02;-0,019;-0,02;-0,007;-0,016;-0,018;-0,000225;-0,018;-0,015;-0,017;-0,014;-0,019;-0,015;-0,016;-0,013;-0,013;-0,017;-0,007;-0,018;0,005;0,126;0,049;-0,019;0,087;-0,02;0,208;0,048;-0,017;0,042;-0,018;-0,014;0,247;0,013;-0,012;0,003;-0,02;0,239;-0,007;-0,015;0,014;0,003;-0,014;-0,008;-0,012;-0,02;-0,014;-0,017;-0,003;-0,006;-0,011;-0,002;0,137;-0,007;0,426;0,352;0,383;0,876;-0,018;0,429;0,488;0,387;1,004;-0,013;-0,008
Blank corrected based on Raw Data (600);20,17;0,064;0,007;-0,004;0,004;-0,014;0,054;-0,011;-0,004;0,067;-0,016;-0,014;0,283;-0,013;-0,018;0,01;-0,018;0,276;-0,009;-0,02;0,005;-0,017;-0,016;-0,014;-0,017;-0,021;-0,019;-0,02;-0,008;-0,017;-0,02;-0,002;-0,019;-0,015;-0,018;-0,014;-0,02;-0,016;-0,017;-0,014;-0,014;-0,017;-0,007;-0,018;0,006;0,127;0,049;-0,018;0,094;-0,02;0,212;0,045;-0,018;0,045;-0,018;-0,015;0,249;0,014;-0,013;0,005;-0,02;0,24;-0,008;-0,015;0,014;0,007;-0,01;-0,007;-0,012;-0,02;-0,014;-0,016;-0,003;-0,008;-0,011;-0,003;-0,01;-0,008;0,428;0,355;0,4;0,871;-0,019;0,426;0,484;0,401;1,007;-0,014;-0,008
Blank corrected based on Raw Data (600);20,33;0,065;0,008;-0,003;0,007;-0,013;0,056;-0,011;-0,004;0,068;-0,015;-0,013;0,282;-0,013;-0,018;0,012;-0,018;0,276;-0,01;-0,019;0,005;-0,017;-0,015;-0,014;-0,017;-0,021;-0,019;-0,021;-0,008;-0,017;-0,02;-0,002;-0,018;-0,016;-0,017;-0,013;-0,02;-0,015;-0,017;-0,014;-0,013;-0,018;-0,007;-0,018;0,031;0,132;0,046;-0,019;0,097;-0,021;0,225;0,045;-0,017;0,046;-0,019;-0,016;0,246;0,014;-0,013;0,005;-0,021;0,238;-0,008;-0,015;0,013;0,002;-0,01;-0,007;-0,013;-0,019;-0,015;-0,013;-0,004;-0,007;-0,012;-0,003;-0,012;-0,008;0,417;0,357;0,402;0,864;-0,02;0,429;0,481;0,406;0,988;-0,015;-0,008
Blank corrected based on Raw Data (600);20,50;0,066;0,005;-0,005;0,003;-0,014;0,057;-0,011;-0,005;0,069;-0,015;-0,014;0,28;-0,013;-0,018;0,01;-0,018;0,276;-0,009;-0,02;0,007;-0,017;-0,016;-0,014;-0,017;-0,022;-0,019;-0,021;-0,009;-0,017;-0,02;-0,002;-0,019;-0,016;-0,018;-0,015;-0,02;-0,015;-0,018;-0,014;-0,013;-0,019;-0,01;-0,019;0,01;0,136;0,041;-0,018;0,087;-0,021;0,228;0,047;-0,018;0,046;-0,019;-0,015;0,244;0,019;-0,014;0,005;-0,021;0,236;-0,006;-0,016;0,015;0,003;-0,016;-0,008;-0,01;-0,021;-0,014;-0,014;-0,002;-0,004;-0,012;-0,003;-0,01;-0,008;0,428;0,342;0,421;0,869;-0,019;0,433;0,502;0,42;0,993;-0,014;-0,008
Blank corrected based on Raw Data (600);20,67;0,069;0,007;-0,004;0,005;-0,014;0,058;-0,012;-0,004;0,07;-0,016;-0,015;0,281;-0,014;-0,018;0,013;-0,019;0,277;-0,009;-0,02;0,006;-0,018;-0,016;-0,015;-0,018;-0,021;-0,02;-0,021;-0,006;-0,017;-0,019;-0,002;-0,019;-0,016;-0,018;-0,014;-0,021;-0,015;-0,018;-0,014;-0,014;-0,019;-0,008;-0,019;0,005;0,139;0,047;-0,019;0,102;-0,021;0,231;0,042;-0,017;0,053;-0,019;-0,014;0,243;0,016;-0,013;0,005;-0,021;0,235;-0,008;-0,015;0,015;-0,00035;-0,012;-0,007;-0,014;-0,02;-0,017;-0,018;-0,003;-0,009;-0,012;-0,002;-0,008;-0,009;0,415;0,355;0,415;0,872;-0,02;0,425;0,482;0,426;0,995;-0,014;-0,009
Blank corrected based on Raw Data (600);20,83;0,072;0,008;-0,003;0,006;-0,012;0,061;-0,011;-0,003;0,071;-0,015;-0,014;0,278;-0,014;-0,018;0,014;-0,018;0,275;-0,009;-0,02;0,008;-0,017;-0,015;-0,013;-0,018;-0,021;-0,02;-0,021;-0,008;-0,017;-0,019;-0,002;-0,018;-0,015;-0,018;-0,013;-0,021;-0,016;-0,017;-0,012;-0,013;-0,018;-0,007;-0,018;0,019;0,144;0,047;-0,018;0,107;-0,02;0,249;0,045;-0,018;0,056;-0,018;-0,015;0,24;0,014;-0,013;0,006;-0,021;0,233;-0,008;-0,014;0,016;-0,002;-0,015;-0,008;-0,012;-0,019;-0,016;-0,017;-0,002;-0,008;-0,012;-0,002;0,276;-0,008;0,425;0,352;0,422;0,873;-0,019;0,426;0,486;0,439;1,001;-0,014;-0,007
Blank corrected based on Raw Data (600);21,00;0,073;0,008;-0,004;0,005;-0,013;0,059;-0,011;-0,003;0,071;-0,015;-0,014;0,279;-0,013;-0,018;0,016;-0,017;0,275;-0,01;-0,02;0,008;-0,016;-0,015;-0,013;-0,018;-0,018;-0,019;-0,021;-0,007;-0,017;-0,019;-0,002;-0,019;-0,015;-0,016;-0,014;-0,02;-0,015;-0,017;-0,012;-0,014;-0,018;-0,007;-0,019;0,013;0,153;0,047;-0,019;0,112;-0,02;0,24;0,044;-0,017;0,062;-0,018;-0,016;0,239;0,015;-0,012;0,007;-0,019;0,234;-0,008;-0,015;0,018;-0,0002;-0,013;-0,008;-0,013;-0,02;-0,015;-0,019;-0,002;-0,008;-0,011;-0,001;0,008;0,003;0,424;0,351;0,439;0,867;-0,019;0,429;0,484;0,446;0,997;-0,014;-0,009
Blank corrected based on Raw Data (600);21,17;0,075;0,008;-0,005;0,007;-0,014;0,061;-0,012;-0,003;0,071;-0,014;-0,014;0,279;-0,014;-0,018;0,015;-0,018;0,274;-0,011;-0,021;0,009;-0,018;-0,016;-0,015;-0,017;-0,021;-0,02;-0,021;-0,009;-0,019;-0,019;-0,002;-0,02;-0,016;-0,017;-0,016;-0,02;-0,016;-0,018;-0,013;-0,014;-0,02;-0,009;-0,02;0,006;0,153;0,046;-0,019;0,116;-0,021;0,247;0,044;-0,018;0,064;-0,02;-0,015;0,237;0,015;-0,014;0,008;-0,021;0,23;-0,008;-0,016;0,017;0,148;-0,008;-0,008;-0,014;-0,021;-0,016;-0,013;-0,004;-0,008;-0,013;-0,002;0,077;-0,009;0,416;0,352;0,455;0,866;-0,02;0,427;0,488;0,452;1,001;-0,015;-0,01
Blank corrected based on Raw Data (600);21,33;0,077;0,007;-0,003;0,006;-0,012;0,064;-0,011;-0,003;0,073;-0,015;-0,013;0,278;-0,013;-0,018;0,018;-0,017;0,271;-0,009;-0,019;0,011;-0,016;-0,015;-0,014;-0,017;-0,021;-0,018;-0,02;-0,007;-0,017;-0,019;-0,001;-0,018;-0,015;-0,016;-0,013;-0,019;-0,015;-0,017;-0,011;-0,014;-0,018;-0,007;-0,018;0,007;0,155;0,047;-0,019;0,119;-0,02;0,254;0,047;-0,017;0,069;-0,018;-0,014;0,238;0,015;-0,012;0,01;-0,021;0,232;-0,007;-0,015;0,02;-0,01;-0,01;-0,008;-0,012;-0,019;-0,014;-0,018;-0,002;-0,007;-0,012;-0,001;-0,009;-0,006;0,42;0,353;0,446;0,875;-0,019;0,431;0,488;0,465;0,992;-0,014;-0,008
Blank corrected based on Raw Data (600);21,50;0,077;0,007;-0,003;0,006;-0,012;0,064;-0,011;-0,004;0,073;-0,015;-0,014;0,275;-0,013;-0,018;0,019;-0,019;0,271;-0,01;-0,019;0,012;-0,018;-0,017;-0,014;-0,018;-0,02;-0,019;-0,021;-0,008;-0,017;-0,019;-0,001;-0,019;-0,016;-0,016;-0,013;-0,02;-0,016;-0,017;-0,012;-0,014;-0,018;-0,008;-0,019;0,004;0,163;0,045;-0,02;0,125;-0,02;0,252;0,045;-0,017;0,072;-0,019;-0,016;0,236;0,013;-0,013;0,01;-0,021;0,23;-0,007;-0,015;0,021;-0,006;-0,011;-0,009;-0,013;-0,02;-0,015;-0,019;-0,004;-0,008;-0,012;-0,002;0,254;-0,009;0,411;0,348;0,445;0,871;-0,02;0,415;0,487;0,468;0,992;-0,013;-0,008
Blank corrected based on Raw Data (600);21,67;0,079;0,003;-0,006;0,004;-0,014;0,065;-0,014;-0,004;0,07;-0,016;-0,014;0,274;-0,013;-0,019;0,018;-0,019;0,271;-0,01;-0,02;0,012;-0,018;-0,017;-0,015;-0,018;-0,021;-0,02;-0,022;-0,008;-0,017;-0,02;-0,002;-0,018;-0,017;-0,016;-0,015;-0,021;-0,016;-0,018;-0,012;-0,014;-0,019;-0,009;-0,019;0,0000625;0,167;0,038;-0,019;0,112;-0,021;0,27;0,045;-0,018;0,071;-0,019;-0,017;0,233;0,018;-0,014;0,009;-0,021;0,227;-0,007;-0,016;0,021;-0,013;-0,009;-0,009;-0,01;-0,02;-0,014;-0,015;-0,0005375;-0,006;-0,013;-0,002;0,053;-0,009;0,418;0,341;0,47;0,855;-0,019;0,421;0,502;0,479;0,995;-0,015;-0,009
Blank corrected based on Raw Data (600);21,83;0,082;0,003;-0,005;0,005;-0,014;0,067;-0,012;-0,004;0,076;-0,015;-0,015;0,275;-0,012;-0,018;0,018;-0,018;0,273;-0,01;-0,02;0,013;-0,017;-0,016;-0,015;-0,017;-0,021;-0,02;-0,022;-0,01;-0,018;-0,021;-0,003;-0,019;-0,016;-0,017;-0,015;-0,021;-0,016;-0,017;-0,011;-0,013;-0,019;-0,009;-0,019;0,005;0,178;0,04;-0,019;0,116;-0,021;0,281;0,046;-0,017;0,074;-0,019;-0,015;0,233;0,018;-0,013;0,01;-0,021;0,228;-0,007;-0,016;0,023;-0,008;-0,012;-0,01;-0,011;-0,022;-0,015;-0,019;-0,002;-0,006;-0,013;-0,003;0,045;-0,01;0,41;0,339;0,482;0,863;-0,019;0,416;0,504;0,485;0,997;-0,015;-0,01
Blank corrected based on Raw Data (600);22,00;0,083;0,006;-0,003;0,008;-0,013;0,069;-0,012;-0,003;0,076;-0,014;-0,014;0,276;-0,014;-0,019;0,022;-0,02;0,27;-0,01;-0,02;0,016;-0,017;-0,016;-0,014;-0,018;-0,02;-0,018;-0,02;-0,008;-0,017;-0,019;-0,001;-0,02;-0,016;-0,015;-0,014;-0,021;-0,015;-0,017;-0,01;-0,014;-0,018;-0,007;-0,02;0,012;0,177;0,068;-0,019;0,138;-0,02;0,283;0,043;-0,017;0,085;-0,006;-0,015;0,233;0,015;-0,012;0,013;-0,02;0,229;-0,006;-0,014;0,024;-0,015;-0,01;-0,009;-0,013;-0,02;-0,015;-0,019;-0,003;-0,009;-0,012;-0,002;-0,006;-0,006;0,406;0,349;0,483;0,883;-0,019;0,424;0,493;0,496;1,001;-0,013;-0,008
Blank corrected based on Raw Data (600);22,17;0,085;0,007;-0,003;0,01;-0,012;0,07;-0,012;-0,002;0,076;-0,016;-0,014;0,272;-0,013;-0,018;0,023;-0,019;0,269;-0,01;-0,02;0,015;-0,018;-0,016;-0,014;-0,018;-0,022;-0,02;-0,021;-0,009;-0,017;-0,019;-0,002;-0,019;-0,016;-0,015;-0,014;-0,019;-0,016;-0,017;-0,01;-0,015;-0,018;-0,007;-0,019;0,005;0,188;0,044;-0,019;0,143;-0,02;0,285;0,044;-0,017;0,09;-0,018;-0,015;0,232;0,015;-0,013;0,014;-0,021;0,227;-0,009;-0,015;0,023;0,005;-0,014;-0,009;-0,013;-0,019;-0,014;-0,019;-0,002;-0,007;-0,011;-0,00075;0,119;-0,009;0,402;0,348;0,474;0,886;-0,019;0,417;0,489;0,503;1,004;-0,014;-0,006
Blank corrected based on Raw Data (600);22,33;0,085;0,005;-0,004;0,008;-0,013;0,071;-0,012;-0,003;0,078;-0,016;-0,015;0,273;-0,014;-0,018;0,024;-0,02;0,266;-0,011;-0,02;0,016;-0,018;-0,016;-0,015;-0,019;-0,022;-0,019;-0,021;-0,009;-0,018;-0,019;-0,002;-0,019;-0,017;-0,015;-0,015;-0,019;-0,015;-0,017;-0,011;-0,015;-0,018;-0,008;-0,019;0,019;0,2;0,043;-0,019;0,145;-0,021;0,285;0,045;-0,017;0,094;-0,019;-0,015;0,233;0,014;-0,013;0,014;-0,021;0,226;-0,009;-0,015;0,024;-0,015;-0,011;-0,01;-0,013;-0,021;-0,015;-0,019;-0,003;-0,008;-0,013;-0,000725;0,218;-0,008;0,409;0,345;0,486;0,885;-0,019;0,425;0,485;0,504;1,005;-0,014;-0,008
Blank corrected based on Raw Data (600);22,50;0,088;0,005;-0,004;0,007;-0,014;0,072;-0,012;-0,004;0,077;-0,016;-0,014;0,269;-0,016;-0,019;0,029;-0,022;0,266;-0,011;-0,021;0,017;-0,019;-0,016;-0,015;-0,019;-0,021;-0,02;-0,022;-0,009;-0,019;-0,02;-0,004;-0,021;-0,017;-0,016;-0,016;-0,021;-0,016;-0,018;-0,011;-0,014;-0,018;-0,008;-0,019;0,003;0,204;0,044;-0,019;0,15;-0,021;0,29;0,043;-0,017;0,099;-0,019;-0,016;0,231;0,013;-0,013;0,015;-0,021;0,223;-0,008;-0,015;0,026;-0,018;-0,009;-0,009;-0,014;-0,021;-0,016;-0,018;-0,003;-0,009;-0,013;-0,002;0,111;-0,009;0,407;0,344;0,501;0,881;-0,02;0,42;0,486;0,515;0,994;-0,014;-0,009
Blank corrected based on Raw Data (600);22,67;0,091;0,006;-0,002;0,009;-0,012;0,075;-0,012;-0,002;0,078;-0,016;-0,014;0,273;-0,014;-0,019;0,027;-0,02;0,267;-0,01;-0,02;0,019;-0,017;-0,016;-0,014;-0,017;-0,021;-0,019;-0,021;-0,008;-0,018;-0,02;-0,002;-0,019;-0,016;-0,015;-0,014;-0,019;-0,014;-0,017;-0,01;-0,015;-0,018;-0,007;-0,02;0,006;0,204;0,047;-0,019;0,157;-0,021;0,29;0,043;-0,018;0,103;-0,018;-0,015;0,23;0,014;-0,013;0,016;-0,02;0,226;-0,01;-0,015;0,027;0,086;-0,015;-0,009;-0,013;-0,02;-0,015;-0,019;-0,003;-0,008;-0,012;0,0001;-0,001;-0,007;0,403;0,344;0,505;0,887;-0,019;0,417;0,482;0,522;1,005;-0,014;-0,008
Blank corrected based on Raw Data (600);22,83;0,092;0,007;-0,003;0,01;-0,013;0,074;-0,013;-0,003;0,079;-0,015;-0,014;0,271;-0,014;-0,019;0,028;-0,021;0,266;-0,011;-0,02;0,021;-0,017;-0,015;-0,015;-0,019;-0,021;-0,02;-0,022;-0,007;-0,018;-0,019;-0,000475;-0,018;-0,017;-0,015;-0,014;-0,02;-0,015;-0,018;-0,009;-0,015;-0,018;-0,007;-0,019;0,006;0,215;0,043;-0,018;0,164;-0,02;0,307;0,044;-0,017;0,109;-0,02;-0,015;0,228;0,015;-0,013;0,018;-0,021;0,223;-0,008;-0,014;0,028;-0,004;-0,009;-0,009;-0,013;-0,021;-0,014;-0,018;-0,001;-0,007;-0,012;0,004;0,264;-0,006;0,399;0,343;0,505;0,888;-0,019;0,415;0,48;0,528;0,994;-0,013;-0,008
