Well;;B02;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;D12;E02;E03;E04;E05;E06;E07;E08;E09;E10;E11;E12;F02;F03;F04;F05;F06;F07;F08;F09;F10;F11;F12;G02;G03;G04;G05;G06;G07;G08;G09;G10;G11;G12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66
Blank corrected based on Raw Data (600);6,50;-0,005;-0,008;-0,006;0,32;-0,011;0,323;0,052;-0,008;0,028;-0,009;-0,001;0,027;-0,011;0,01;-0,000806667;-0,01;-0,003;-0,009;-0,003;0,007;-0,01;-0,004;-0,005;-0,01;0,013;-0,005;-0,011;-0,002;0,000493333;-0,007;0,006;-0,009;0,005;0,03;-0,009;0,04;0,027;-0,011;0,019;-0,008;-0,007;0,021;-0,011;-0,003;-0,003;-0,011;0,032;0,419;-0,011;0,458;0,014;-0,007;0,022;-0,009;-0,007;0,002;-0,008;-0,004;-0,005;-0,01;-0,007;0,01;0,021;0,002;-0,007;-0,002
Blank corrected based on Raw Data (600);6,67;-0,005;-0,01;-0,006;0,362;-0,01;0,332;0,052;-0,006;0,031;-0,009;0,008;0,027;-0,011;0,011;-0,000633333;-0,009;-0,002;-0,009;-0,002;0,008;-0,01;0,013;-0,006;-0,011;0,015;-0,005;-0,011;-0,000833333;-0,000733333;-0,007;0,007;-0,011;0,017;0,03;-0,009;0,042;0,028;-0,01;0,02;-0,009;-0,006;0,022;-0,01;0,016;-0,004;-0,01;0,04;0,453;-0,011;0,494;0,012;-0,007;0,023;-0,008;-0,005;0,003;-0,006;-0,005;-0,006;-0,01;-0,007;0,012;0,022;0,003;-0,008;0,012
Blank corrected based on Raw Data (600);6,83;-0,003;-0,012;-0,005;0,363;-0,011;0,382;0,051;-0,007;0,034;-0,009;0,008;0,029;-0,011;0,013;-0,000406667;-0,008;-0,002;-0,009;-0,002;0,009;-0,01;0,012;-0,006;-0,011;0,017;-0,005;-0,011;-0,000106667;0,002;-0,006;0,008;-0,011;0,01;0,029;-0,01;0,043;0,034;-0,009;0,022;-0,009;-0,006;0,025;-0,011;0,006;-0,004;-0,011;0,042;0,465;-0,011;0,506;0,012;-0,007;0,026;-0,01;-0,007;0,001;-0,009;-0,006;-0,005;-0,01;-0,008;0,009;0,022;0,003;-0,006;0,019
Blank corrected based on Raw Data (600);7,00;-0,00087;-0,01;-0,004;0,361;-0,012;0,365;0,047;-0,006;0,037;-0,008;-0,005;0,027;-0,01;0,015;0,001;-0,01;-0,001;-0,009;-0,00027;0,01;-0,009;-0,005;-0,005;-0,011;0,02;-0,004;-0,011;-0,00077;0,002;-0,006;0,008;-0,01;0,00083;0,031;-0,011;0,046;0,037;-0,009;0,024;-0,008;-0,006;0,029;-0,011;-0,007;-0,003;-0,011;0,049;0,444;-0,01;0,543;0,009;-0,006;0,028;-0,009;-0,007;0,001;-0,008;-0,005;-0,004;-0,01;-0,007;0,008;0,022;0,004;-0,008;-0,005
Blank corrected based on Raw Data (600);7,17;-0,002;-0,009;-0,004;0,438;-0,011;0,396;0,036;-0,005;0,033;-0,009;-0,002;0,027;-0,01;0,018;0,000063333;-0,009;-0,002;-0,009;-0,000136667;0,008;-0,01;0,004;-0,005;-0,012;0,024;-0,004;-0,011;0,000263333;-0,000836667;-0,007;0,008;-0,009;0,006;0,028;-0,011;0,031;0,04;-0,01;0,027;-0,008;-0,004;0,031;-0,01;0,013;-0,004;-0,01;0,054;0,504;-0,01;0,552;-0,000936667;-0,006;0,029;-0,009;-0,002;0,002;-0,01;-0,003;-0,006;-0,01;-0,007;-0,001;0,03;0,005;-0,007;-0,005
Blank corrected based on Raw Data (600);7,33;-0,001;-0,011;-0,003;0,425;-0,01;0,415;0,044;-0,005;0,042;-0,009;-0,002;0,034;-0,01;0,022;-0,000203333;-0,004;-0,000203333;-0,009;0,000396667;0,012;-0,01;0,01;-0,006;-0,01;0,026;-0,004;-0,011;-0,000003333;0,003;-0,005;0,01;-0,011;0,006;0,03;-0,012;0,047;0,044;-0,01;0,029;-0,009;-0,005;0,035;-0,01;0,017;-0,003;-0,01;0,056;0,499;-0,01;0,571;0,006;-0,006;0,032;-0,01;0,01;0,002;-0,01;-0,005;-0,005;-0,01;-0,006;0,001;0,024;0,005;-0,007;0,000796667
Blank corrected based on Raw Data (600);7,50;-0,002;-0,012;-0,001;0,422;-0,011;0,458;0,029;-0,004;0,038;-0,008;-0,004;0,032;-0,01;0,026;0,000263333;-0,01;-0,000936667;-0,009;0,000163333;0,011;-0,01;-0,006;-0,005;-0,011;0,033;-0,004;-0,011;0,000563333;-0,000136667;-0,006;0,011;-0,011;0,002;0,031;-0,011;0,033;0,049;-0,009;0,032;-0,01;-0,004;0,035;-0,01;-0,008;-0,004;-0,011;0,066;0,522;-0,009;0,604;-0,001;-0,006;0,036;-0,009;-0,006;0,002;-0,01;-0,004;-0,005;-0,01;-0,006;-0,004;0,029;0,006;-0,006;-0,005
Blank corrected based on Raw Data (600);7,67;-0,002;-0,01;-0,00091;0,44;-0,011;0,462;0,026;-0,004;0,043;-0,008;-0,005;0,023;-0,011;0,029;0,00029;-0,007;-0,001;-0,008;0,002;0,011;-0,009;-0,006;-0,005;-0,011;0,037;-0,004;-0,011;0,00009;-0,002;-0,006;0,009;-0,011;0,003;0,028;-0,011;0,035;0,053;-0,009;0,035;-0,009;-0,004;0,041;-0,01;-0,007;-0,005;-0,011;0,064;0,536;-0,009;0,616;-0,004;-0,005;0,037;-0,008;-0,007;0,002;-0,009;-0,004;-0,005;-0,01;-0,006;-0,007;0,027;0,006;-0,007;-0,006
Blank corrected based on Raw Data (600);7,83;-0,002;-0,01;0,000176667;0,439;-0,011;0,482;0,026;-0,004;0,053;-0,008;0,003;0,028;-0,011;0,034;0,000676667;-0,009;-0,001;-0,009;0,000676667;0,013;-0,01;0,007;-0,005;-0,011;0,05;-0,003;-0,011;0,000576667;0,003;-0,006;0,011;-0,01;0,003;0,03;-0,011;0,053;0,057;-0,01;0,036;-0,008;-0,004;0,044;-0,009;0,009;-0,005;-0,012;0,07;0,547;-0,01;0,65;-0,002;-0,005;0,041;-0,01;0,01;0,002;-0,009;-0,005;-0,005;-0,009;-0,005;-0,003;0,022;0,005;-0,007;0,013
Blank corrected based on Raw Data (600);8,00;-0,000533333;-0,01;0,001;0,458;-0,01;0,496;0,019;-0,003;0,057;-0,008;-0,005;0,028;-0,01;0,04;0,000966667;-0,005;-0,000033333;-0,008;0,000866667;0,015;-0,01;-0,006;-0,005;-0,011;0,051;-0,004;-0,01;0,000966667;0,003;-0,004;0,012;-0,01;0,002;0,031;-0,01;0,053;0,06;-0,009;0,041;-0,01;-0,003;0,048;-0,01;-0,006;-0,005;-0,011;0,068;0,553;-0,01;0,674;-0,001;-0,005;0,045;-0,009;-0,007;0,002;-0,01;-0,000833333;-0,005;-0,009;-0,007;-0,002;0,022;0,005;-0,007;-0,005
Blank corrected based on Raw Data (600);8,17;-0,000773333;-0,009;0,000826667;0,488;-0,01;0,515;0,016;-0,004;0,058;-0,008;-0,000473333;0,028;-0,01;0,044;0,001;-0,003;0,000126667;-0,009;0,004;0,016;-0,008;-0,000273333;-0,005;-0,011;0,054;-0,004;-0,011;0,000426667;0,003;-0,005;0,013;-0,011;0,017;0,031;-0,011;0,055;0,065;-0,009;0,044;-0,009;-0,002;0,051;-0,007;0,002;-0,004;-0,012;0,078;0,593;-0,008;0,684;-0,000973333;-0,004;0,049;-0,009;-0,008;0,002;-0,011;-0,004;-0,005;-0,009;-0,007;-0,004;0,021;0,006;-0,007;0,014
Blank corrected based on Raw Data (600);8,33;-0,001;-0,01;0,004;0,49;-0,011;0,522;0,012;-0,004;0,064;-0,008;-0,005;0,027;-0,011;0,046;0,000916667;-0,01;0,000416667;-0,008;0,007;0,017;-0,009;-0,006;-0,006;-0,012;0,085;-0,003;-0,011;0,001;0,004;-0,004;0,014;-0,01;0,002;0,032;-0,011;0,057;0,076;-0,009;0,047;-0,009;-0,004;0,058;-0,01;-0,007;-0,006;-0,01;0,138;0,599;-0,01;0,689;-0,002;-0,004;0,052;-0,009;-0,007;0,002;-0,011;-0,004;-0,005;-0,008;-0,006;-0,005;0,019;0,006;-0,006;-0,004
Blank corrected based on Raw Data (600);8,50;-0,002;-0,01;0,005;0,513;-0,01;0,547;0,009;-0,003;0,065;-0,008;-0,005;0,027;-0,01;0,049;0,00081;-0,009;0,001;-0,009;0,005;0,016;-0,009;-0,006;-0,005;-0,011;0,051;-0,004;-0,01;0,00091;0,004;-0,004;0,015;-0,01;0,002;0,033;-0,011;0,059;0,083;-0,008;0,052;-0,008;-0,003;0,063;-0,01;-0,007;-0,005;-0,011;0,104;0,608;-0,009;0,692;-0,003;-0,004;0,056;-0,009;-0,007;0,001;-0,009;-0,00059;-0,005;-0,01;-0,006;-0,006;0,018;0,007;-0,008;-0,005
Blank corrected based on Raw Data (600);8,67;-0,003;-0,009;0,007;0,541;-0,01;0,559;0,01;-0,003;0,071;-0,008;-0,001;0,026;-0,011;0,056;0,00071;-0,005;0,00011;-0,009;0,007;0,017;-0,009;-0,004;-0,006;-0,011;0,049;-0,003;-0,01;0,001;0,004;-0,004;0,016;-0,009;0,005;0,033;-0,011;0,063;0,09;-0,005;0,055;-0,01;-0,003;0,067;-0,01;0,002;-0,006;-0,011;0,113;0,634;-0,008;0,698;-0,003;-0,004;0,063;-0,01;-0,005;0,002;-0,009;0,001;-0,005;-0,008;-0,007;-0,006;0,018;0,007;-0,007;-0,006
Blank corrected based on Raw Data (600);8,83;-0,002;-0,01;0,009;0,548;-0,01;0,569;0,009;-0,004;0,074;-0,008;-0,004;0,025;-0,01;0,062;0,001;-0,002;0,001;-0,009;0,005;0,019;-0,009;-0,005;-0,006;-0,012;0,15;-0,004;-0,011;0,002;0,004;-0,004;0,017;-0,011;0,003;0,031;-0,011;0,063;0,099;-0,009;0,061;-0,009;-0,003;0,076;-0,009;-0,006;-0,006;-0,009;0,114;0,639;-0,008;0,708;-0,003;-0,005;0,066;-0,009;-0,007;0,028;-0,01;0,016;-0,006;-0,009;-0,007;-0,006;0,018;0,008;-0,007;-0,004
Blank corrected based on Raw Data (600);9,00;-0,003;-0,01;0,011;0,554;-0,011;0,6;0,009;-0,003;0,078;-0,008;-0,006;0,024;-0,011;0,068;0,001;-0,00007;0,00093;-0,009;0,004;0,019;-0,008;-0,006;-0,006;-0,011;0,07;-0,004;-0,01;0,002;0,004;-0,003;0,017;-0,01;0,002;0,032;-0,011;0,066;0,115;-0,008;0,065;-0,009;-0,002;0,08;-0,01;-0,007;-0,006;-0,012;0,14;0,647;-0,008;0,714;-0,003;-0,003;0,07;-0,009;-0,007;0,003;-0,009;0,037;-0,005;-0,009;-0,006;-0,006;0,017;0,008;-0,007;-0,005
Blank corrected based on Raw Data (600);9,17;-0,002;-0,009;0,011;0,561;-0,01;0,625;0,002;-0,003;0,075;-0,008;0,006;0,019;-0,01;0,074;0,001;-0,000786667;0,002;-0,008;0,008;0,017;-0,009;0,007;-0,004;-0,011;0,074;-0,003;-0,01;0,003;-0,000086667;-0,005;0,017;-0,01;0,007;0,03;-0,012;0,046;0,12;-0,007;0,072;-0,009;-0,000486667;0,082;-0,009;0,011;-0,005;0,002;0,364;0,667;-0,005;0,732;-0,004;-0,003;0,076;-0,008;-0,005;0,004;-0,009;-0,002;-0,005;-0,009;-0,006;-0,007;0,02;0,009;-0,006;-0,005
Blank corrected based on Raw Data (600);9,33;-0,004;-0,009;0,014;0,582;-0,01;0,633;0,004;-0,002;0,084;-0,007;-0,005;0,024;-0,01;0,077;0,002;-0,002;0,001;-0,009;0,007;0,021;-0,009;-0,007;-0,005;-0,012;0,072;-0,003;-0,009;0,003;0,004;-0,003;0,018;-0,01;0,001;0,033;-0,01;0,068;0,12;-0,008;0,077;-0,009;-0,003;0,089;-0,01;-0,007;-0,006;-0,012;0,163;0,677;-0,006;0,755;-0,004;-0,002;0,082;-0,01;-0,008;0,002;-0,01;-0,002;-0,006;-0,01;-0,007;-0,007;0,017;0,009;-0,006;-0,005
Blank corrected based on Raw Data (600);9,50;-0,003;-0,01;0,017;0,61;-0,009;0,653;0,002;-0,002;0,085;-0,009;0,001;0,025;-0,011;0,085;0,002;-0,007;0,002;-0,009;0,008;0,022;-0,01;-0,002;-0,005;-0,012;0,102;-0,003;-0,004;0,004;0,005;-0,002;0,019;-0,011;0,005;0,032;-0,011;0,07;0,142;-0,007;0,083;-0,009;-0,002;0,1;-0,009;0,016;-0,005;-0,011;0,166;0,688;-0,004;0,769;-0,003;-0,003;0,085;-0,009;-0,004;0,002;-0,009;-0,003;-0,005;-0,008;-0,006;-0,008;0,015;0,009;-0,007;0,018
Blank corrected based on Raw Data (600);9,67;-0,004;-0,009;0,019;0,614;-0,003;0,671;0,005;-0,003;0,087;-0,008;0,018;0,026;-0,011;0,092;0,002;-0,007;0,00093;-0,009;0,01;0,023;-0,01;0,018;-0,003;-0,011;0,081;-0,003;-0,005;0,004;0,004;-0,003;0,02;-0,011;0,016;0,035;-0,012;0,071;0,144;-0,007;0,094;-0,008;-0,002;0,102;-0,01;0,015;-0,005;-0,012;0,232;0,677;-0,001;0,784;-0,003;-0,003;0,09;-0,009;-0,008;0,003;-0,01;0,004;-0,005;-0,009;-0,006;-0,007;0,016;0,009;-0,007;0,011
Blank corrected based on Raw Data (600);9,83;-0,004;-0,009;0,022;0,61;-0,01;0,673;0,002;-0,003;0,089;-0,008;-0,003;0,023;-0,011;0,094;0,002;-0,007;0,002;-0,009;0,009;0,025;-0,009;-0,004;-0,003;-0,01;0,097;-0,003;-0,006;0,004;0,005;-0,002;0,021;-0,011;0,003;0,033;-0,011;0,073;0,15;-0,005;0,103;-0,008;-0,000926667;0,107;-0,007;-0,005;-0,005;-0,01;0,299;0,693;0,000973333;0,791;-0,003;-0,002;0,093;-0,008;-0,007;0,003;-0,01;0,03;-0,005;-0,008;-0,006;-0,006;0,015;0,009;-0,007;-0,002
Blank corrected based on Raw Data (600);10,00;-0,004;-0,01;0,031;0,632;-0,000113333;0,723;0,01;-0,003;0,096;-0,008;0,006;0,026;-0,011;0,102;0,002;-0,007;0,002;-0,009;0,009;0,028;-0,009;0,007;-0,003;-0,011;0,114;-0,000913333;-0,01;0,004;0,004;-0,003;0,021;-0,01;0,014;0,033;-0,011;0,074;0,158;-0,005;0,11;-0,009;-0,001;0,113;-0,01;0,000486667;-0,005;-0,011;0,195;0,714;0,008;0,815;-0,003;-0,003;0,097;-0,009;0,006;0,002;-0,01;-0,004;-0,006;-0,01;-0,006;-0,007;0,015;0,009;0,004;0,008
Blank corrected based on Raw Data (600);10,17;-0,005;-0,01;0,024;0,663;-0,009;0,721;0,002;-0,003;0,1;-0,008;0,007;0,024;-0,01;0,11;0,002;-0,006;0,003;-0,009;0,01;0,032;-0,01;0,017;-0,003;-0,012;0,114;-0,002;-0,009;0,005;0,006;-0,002;0,023;-0,011;0,007;0,033;-0,011;0,077;0,155;-0,004;0,121;-0,01;0,000816667;0,122;-0,01;-0,006;-0,005;-0,011;0,19;0,711;0,016;0,822;-0,003;-0,001;0,103;-0,008;0,003;0,004;-0,01;-0,003;-0,004;-0,009;-0,006;-0,007;0,014;0,009;-0,008;0,009
Blank corrected based on Raw Data (600);10,33;-0,003;-0,011;0,03;0,675;-0,007;0,738;0,006;-0,003;0,091;-0,009;0,004;0,018;-0,007;0,115;0,003;-0,006;0,002;-0,009;0,013;0,03;-0,01;0,005;-0,001;-0,012;0,135;-0,000966667;-0,008;0,004;-0,002;-0,004;0,023;-0,011;0,014;0,028;-0,011;0,057;0,18;-0,001;0,135;-0,009;0,000733333;0,122;-0,009;0,000133333;-0,006;-0,011;0,245;0,747;0,028;0,846;-0,005;0,000433333;0,105;-0,008;0,007;0,002;-0,007;-0,002;-0,004;-0,006;-0,006;-0,008;0,016;0,01;-0,007;0,014
Blank corrected based on Raw Data (600);10,50;-0,005;-0,01;0,037;0,698;-0,009;0,732;0,007;-0,003;0,113;-0,008;0,004;0,023;-0,011;0,12;0,003;-0,00037;0,004;-0,009;0,011;0,03;-0,01;-0,00027;0,01;-0,011;0,13;-0,001;-0,008;0,005;0,006;-0,001;0,025;-0,011;0,011;0,033;-0,011;0,079;0,163;0,00043;0,143;-0,01;0,00023;0,137;-0,011;0,012;-0,005;-0,012;0,247;0,742;0,038;0,853;-0,004;-0,00037;0,111;-0,008;-0,006;0,002;-0,01;-0,002;-0,004;-0,008;-0,006;-0,007;0,014;0,011;-0,008;0,016
Blank corrected based on Raw Data (600);10,67;-0,003;-0,01;0,033;0,687;-0,009;0,735;0,01;-0,002;0,125;-0,008;-0,001;0,022;-0,01;0,128;0,004;-0,002;0,002;-0,01;0,011;0,031;-0,01;-0,003;0,011;-0,011;0,111;-0,001;-0,008;0,005;0,006;-0,000386667;0,026;-0,011;0,004;0,031;-0,011;0,082;0,213;0,003;0,159;-0,009;0,000313333;0,138;-0,009;-0,000686667;-0,005;-0,011;0,242;0,739;0,046;0,846;-0,005;0,000813333;0,121;-0,008;-0,006;0,001;-0,009;-0,000386667;-0,005;-0,008;-0,005;-0,007;0,014;0,011;-0,006;0,049
Blank corrected based on Raw Data (600);10,83;-0,004;-0,01;0,031;0,696;-0,001;0,751;0,009;-0,001;0,133;-0,008;0,009;0,023;-0,011;0,133;0,003;-0,000383333;0,003;-0,009;0,011;0,032;-0,009;0,006;0,011;-0,011;0,186;-0,001;-0,007;0,005;0,006;-0,000783333;0,026;-0,01;0,007;0,031;-0,011;0,083;0,273;0,006;0,165;-0,01;0,000016667;0,146;-0,009;-0,003;-0,006;-0,012;0,236;0,742;0,061;0,841;-0,003;0,002;0,119;-0,008;-0,004;0,003;-0,01;-0,001;-0,005;-0,009;-0,006;-0,008;0,014;0,01;-0,007;0,054
Blank corrected based on Raw Data (600);11,00;-0,003;-0,011;0,035;0,715;-0,007;0,755;0,007;-0,001;0,125;-0,008;0,003;0,02;-0,01;0,142;0,004;0,004;0,003;-0,009;0,016;0,032;-0,009;0,000186667;0,009;-0,011;0,154;-0,000113333;-0,006;0,006;0,000986667;-0,002;0,028;-0,01;0,008;0,031;-0,012;0,065;0,255;0,011;0,181;-0,009;0,000886667;0,153;-0,009;-0,001;-0,004;-0,011;0,275;0,745;0,071;0,836;-0,005;0,003;0,126;-0,006;-0,006;0,003;-0,009;-0,002;-0,004;-0,009;-0,005;-0,008;0,015;0,012;-0,006;0,011
Blank corrected based on Raw Data (600);11,17;-0,002;-0,01;0,042;0,728;-0,007;0,77;0,008;-0,001;0,143;-0,008;0,005;0,022;-0,011;0,148;0,004;0,001;0,003;-0,009;0,015;0,033;-0,009;0,006;0,012;-0,012;0,166;-0,000286667;-0,006;0,006;0,007;0,000613333;0,028;-0,01;0,013;0,032;-0,012;0,086;0,2;0,012;0,197;-0,01;0,002;0,172;-0,009;0,014;-0,005;-0,011;0,301;0,726;0,088;0,829;-0,004;0,003;0,132;-0,007;0,004;0,003;-0,011;0,026;-0,004;-0,009;-0,006;-0,008;0,013;0,011;-0,006;0,021
Blank corrected based on Raw Data (600);11,33;-0,001;-0,001;0,041;0,741;-0,007;0,774;0,007;-0,000733333;0,15;-0,008;0,014;0,024;-0,01;0,153;0,004;0,004;0,003;-0,009;0,016;0,035;-0,01;0,004;0,011;-0,011;0,199;0,000766667;-0,005;0,005;0,007;0,002;0,03;-0,01;0,012;0,033;-0,011;0,09;0,363;0,014;0,214;-0,009;0,001;0,178;-0,01;-0,005;-0,005;-0,01;0,272;0,719;0,091;0,824;-0,004;0,004;0,139;-0,007;0,000566667;0,004;-0,011;-0,001;-0,003;-0,008;-0,005;-0,007;0,014;0,011;-0,007;-0,000333333
Blank corrected based on Raw Data (600);11,50;-0,003;0,000516667;0,044;0,742;-0,005;0,79;0,006;-0,002;0,151;-0,009;0,008;0,022;-0,012;0,159;0,005;0,007;0,002;-0,01;0,018;0,038;-0,01;-0,006;0,011;-0,011;0,318;-0,000583333;-0,004;0,007;0,006;0,002;0,03;-0,011;0,005;0,032;-0,011;0,092;0,235;0,016;0,224;-0,01;0,002;0,179;-0,009;0,007;-0,005;-0,012;0,283;0,721;0,118;0,816;-0,005;0,004;0,146;-0,007;0,004;0,003;0,124;0,000916667;-0,002;-0,009;-0,006;-0,007;0,013;0,013;-0,006;-0,002
Blank corrected based on Raw Data (600);11,67;-0,002;-0,009;0,051;0,742;-0,004;0,792;0,008;-0,002;0,16;-0,009;0,000326667;0,024;-0,011;0,169;0,005;0,011;0,004;-0,01;0,018;0,038;-0,009;0,006;0,012;-0,011;0,222;0,001;-0,004;0,007;0,007;0,002;0,031;-0,01;0,006;0,032;-0,011;0,103;0,252;0,019;0,24;-0,01;0,003;0,187;-0,009;0,015;-0,004;-0,012;0,282;0,705;0,096;0,812;-0,005;0,006;0,154;-0,007;-0,006;0,003;-0,01;-0,002;-0,003;-0,008;-0,004;-0,008;0,013;0,012;-0,006;0,02
Blank corrected based on Raw Data (600);11,83;-0,003;0,004;0,057;0,736;-0,002;0,799;0,003;-0,002;0,165;-0,009;0,013;0,024;-0,011;0,175;0,004;0,014;0,003;-0,009;0,017;0,04;-0,009;0,006;0,013;-0,011;0,2;0,001;-0,001;0,007;0,007;0,003;0,033;-0,01;0,013;0,032;-0,01;0,095;0,236;0,023;0,252;-0,009;0,003;0,221;-0,008;0,02;-0,005;-0,011;0,32;0,698;0,125;0,808;-0,004;0,005;0,154;-0,006;-0,006;0,003;-0,01;-0,00023;-0,002;-0,009;-0,006;-0,008;0,013;0,012;-0,008;0,01
Blank corrected based on Raw Data (600);12,00;-0,002;-0,001;0,082;0,744;-0,000406667;0,814;0,006;-0,002;0,172;-0,009;-0,002;0,024;-0,012;0,18;0,006;0,02;0,004;-0,01;0,017;0,04;-0,008;-0,007;0,012;-0,012;0,223;0,003;0,000293333;0,008;0,007;0,003;0,034;-0,009;0,007;0,033;-0,011;0,1;0,348;0,223;0,259;-0,01;0,003;0,239;-0,009;0,014;-0,005;-0,011;0,326;0,693;0,107;0,805;-0,005;0,007;0,152;-0,008;-0,008;0,003;0,019;-0,002;-0,003;-0,009;-0,006;-0,008;0,013;0,013;-0,008;-0,006
Blank corrected based on Raw Data (600);12,17;-0,002;-0,002;0,069;0,752;0,001;0,82;0,004;-0,001;0,174;-0,008;0,005;0,022;-0,011;0,181;0,006;0,022;0,004;-0,008;0,021;0,044;-0,009;0,002;0,011;-0,011;0,258;0,003;0,003;0,008;0,008;0,004;0,035;-0,009;0,018;0,032;-0,011;0,101;0,243;0,178;0,278;-0,01;0,004;0,234;-0,008;0,015;-0,005;-0,012;0,346;0,674;0,158;0,799;-0,005;0,01;0,165;0,028;0,002;0,003;0,094;-0,003;-0,002;-0,008;-0,003;-0,008;0,013;0,013;-0,007;0,005
Blank corrected based on Raw Data (600);12,33;-0,003;-0,01;0,195;0,739;0,004;0,833;0,004;0,000346667;0,18;-0,009;0,015;0,024;-0,011;0,188;0,005;0,025;0,005;-0,01;0,021;0,045;-0,01;0,012;0,012;-0,011;0,236;0,003;0,003;0,009;0,007;0,006;0,037;-0,01;0,016;0,034;-0,012;0,101;0,27;0,081;0,3;-0,009;0,005;0,216;-0,009;0,016;-0,006;-0,001;0,362;0,666;0,194;0,797;-0,005;0,009;0,172;-0,006;0,003;0,005;-0,01;-0,000453333;-0,002;-0,009;-0,005;-0,008;0,012;0,012;-0,007;0,026
Blank corrected based on Raw Data (600);12,50;-0,002;-0,011;0,086;0,762;0,006;0,848;0,005;0,00052;0,189;-0,008;0,019;0,02;-0,011;0,191;0,006;0,028;0,005;-0,01;0,02;0,045;-0,009;0,018;0,011;-0,012;0,2;0,005;0,007;0,009;0,009;0,005;0,038;-0,01;0,02;0,03;-0,011;0,099;0,388;0,082;0,299;-0,01;0,005;0,269;-0,009;0,005;-0,007;-0,01;0,341;0,652;0,209;0,792;-0,005;0,012;0,175;-0,007;0,018;0,002;0,327;0,002;-0,00058;-0,007;-0,006;-0,008;0,011;0,014;-0,007;0,025
Blank corrected based on Raw Data (600);12,67;-0,003;-0,011;0,09;0,761;0,009;0,859;0,003;0,000246667;0,186;-0,009;0,006;0,015;-0,011;0,197;0,007;0,033;0,006;-0,01;0,022;0,044;-0,009;-0,005;0,01;-0,012;0,24;0,004;0,01;0,009;0,001;0,003;0,041;-0,008;0,008;0,029;-0,011;0,082;0,35;0,118;0,328;-0,01;0,005;0,24;-0,008;-0,005;-0,004;-0,011;0,345;0,646;0,261;0,786;-0,006;0,013;0,181;-0,005;-0,001;0,003;0,18;0,006;0,000546667;-0,008;-0,004;-0,008;0,013;0,014;-0,006;0,007
Blank corrected based on Raw Data (600);12,83;-0,002;-0,011;0,108;0,766;0,011;0,869;0,004;0,000526667;0,203;-0,008;0,014;0,02;-0,011;0,205;0,005;0,032;0,005;-0,01;0,02;0,049;-0,009;0,009;0,012;-0,012;0,231;0,006;0,011;0,01;0,007;0,007;0,041;-0,01;0,013;0,031;-0,012;0,112;0,28;0,179;0,334;-0,01;0,007;0,271;-0,008;0,014;-0,005;-0,012;0,374;0,637;0,203;0,782;-0,005;0,015;0,194;-0,006;-0,005;0,004;0,244;0,000826667;-0,001;-0,008;-0,004;-0,008;0,012;0,015;-0,007;0,054
Blank corrected based on Raw Data (600);13,00;-0,003;-0,009;0,109;0,785;0,016;0,883;0,002;0,002;0,21;-0,008;0,018;0,016;-0,012;0,207;0,009;0,035;0,007;-0,009;0,02;0,046;-0,008;0,016;0,005;-0,011;0,294;0,006;0,015;0,01;0,003;0,005;0,043;-0,009;0,02;0,028;-0,011;0,086;0,59;0,08;0,36;-0,009;0,006;0,265;-0,007;0,021;-0,005;-0,011;0,342;0,628;0,25;0,775;-0,006;0,017;0,193;-0,006;0,012;0,003;0,145;0,017;0,001;-0,008;-0,004;-0,008;0,014;0,015;-0,007;0,021
Blank corrected based on Raw Data (600);13,17;-0,002;-0,011;0,095;0,773;0,019;0,906;0,004;0,002;0,224;-0,009;0,008;0,019;-0,011;0,212;0,008;0,04;0,006;-0,01;0,018;0,053;-0,009;-0,003;0,011;-0,012;0,253;0,006;0,016;0,009;0,009;0,006;0,043;-0,01;0,008;0,031;-0,012;0,116;0,707;0,14;0,36;-0,01;0,007;0,284;-0,008;0,018;-0,005;-0,011;0,37;0,611;0,246;0,769;-0,005;0,018;0,205;-0,005;-0,000376667;0,002;0,033;-0,000276667;-0,001;-0,007;-0,004;-0,008;0,013;0,014;-0,008;0,093
