Well;;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60
Raw Data (600);26,50;0,95;0,88;0,19;0,19;0,10;0,08;0,09;0,11;0,73;0,08;0,17;0,24;1,02;0,47;0,08;0,08;0,08;0,11;0,08;0,08;1,03;0,93;1,78;1,67;0,10;0,11;0,26;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,09;0,24;0,10;0,09;0,20;0,09;0,11;0,08;0,08;0,08;0,08;0,13;0,31;0,34;0,15;0,08;0,09;0,08;0,12;0,14;0,18
Raw Data (600);26,67;0,85;0,94;0,20;0,20;0,09;0,08;0,08;0,10;0,75;0,08;0,18;0,25;1,06;0,62;0,08;0,08;0,08;0,11;0,08;0,08;1,04;0,93;1,77;1,68;0,10;0,10;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,24;0,10;0,09;0,16;0,09;0,09;0,08;0,08;0,08;0,08;0,34;0,28;0,29;0,16;0,08;0,09;0,08;0,12;0,14;0,33
Raw Data (600);26,83;0,86;0,83;0,20;0,20;0,10;0,08;0,08;0,11;0,75;0,08;0,18;0,26;1,20;0,53;0,08;0,08;0,08;0,11;0,08;0,08;1,02;0,84;1,77;1,70;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,10;0,09;0,20;0,08;0,14;0,08;0,08;0,08;0,08;0,24;0,11;0,22;0,16;0,08;0,09;0,08;0,13;0,15;0,37
Raw Data (600);27,00;0,90;0,99;0,20;0,20;0,10;0,08;0,08;0,11;0,76;0,08;0,19;0,27;1,27;0,63;0,08;0,08;0,08;0,12;0,08;0,08;1,00;0,90;1,78;1,70;0,10;0,08;0,17;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,30;0,10;0,09;0,15;0,09;0,09;0,08;0,08;0,08;0,08;0,25;0,20;0,15;0,17;0,08;0,09;0,08;0,15;0,15;0,16
Raw Data (600);27,17;0,85;0,83;0,20;0,20;0,10;0,08;0,08;0,11;0,76;0,08;0,18;0,29;1,23;0,63;0,08;0,08;0,08;0,12;0,08;0,08;1,00;0,69;1,76;1,72;0,10;0,11;0,12;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,30;0,10;0,11;0,14;0,09;0,12;0,08;0,08;0,09;0,08;0,16;0,21;0,19;0,18;0,08;0,09;0,08;0,13;0,16;0,10
Raw Data (600);27,33;1,00;0,82;0,20;0,20;0,10;0,08;0,08;0,11;0,77;0,10;0,20;0,30;1,31;0,60;0,08;0,08;0,08;0,12;0,08;0,08;0,99;0,91;1,78;1,72;0,10;0,15;0,14;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,15;0,08;0,08;0,08;0,08;0,08;0,24;0,10;0,09;0,14;0,09;0,12;0,08;0,08;0,08;0,08;0,31;0,29;0,30;0,18;0,08;0,09;0,08;0,14;0,16;0,13
Raw Data (600);27,50;0,88;0,91;0,21;0,21;0,10;0,08;0,08;0,11;0,78;0,09;0,19;0,29;1,25;0,64;0,08;0,08;0,08;0,12;0,08;0,08;1,01;0,71;1,79;1,74;0,10;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,24;0,10;0,10;0,17;0,09;0,14;0,08;0,08;0,08;0,08;0,36;0,19;0,33;0,19;0,08;0,09;0,08;0,14;0,16;0,09
Raw Data (600);27,67;0,87;0,90;0,21;0,21;0,10;0,08;0,08;0,11;0,80;0,08;0,21;0,29;1,41;0,53;0,08;0,08;0,08;0,12;0,08;0,08;1,03;0,98;1,80;1,72;0,10;0,08;0,10;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,24;0,10;0,10;0,16;0,09;0,12;0,08;0,08;0,08;0,08;0,32;0,19;0,28;0,20;0,08;0,09;0,08;0,14;0,17;0,27
Raw Data (600);27,83;0,87;0,85;0,21;0,21;0,10;0,08;0,08;0,11;0,77;0,08;0,18;0,32;1,38;0,64;0,08;0,08;0,08;0,12;0,08;0,08;0,98;0,91;1,79;1,72;0,10;0,08;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,29;0,10;0,11;0,15;0,09;0,09;0,08;0,08;0,08;0,08;0,19;0,34;0,19;0,20;0,08;0,10;0,08;0,15;0,18;0,23
Raw Data (600);28,00;0,94;0,82;0,22;0,21;0,10;0,08;0,08;0,11;0,78;0,08;0,18;0,35;1,43;0,69;0,08;0,08;0,08;0,12;0,08;0,08;0,98;0,91;1,78;1,74;0,10;0,08;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,25;0,10;0,10;0,15;0,09;0,17;0,08;0,08;0,08;0,08;0,20;0,39;0,29;0,21;0,08;0,09;0,08;0,15;0,18;0,28
Raw Data (600);28,17;0,89;1,00;0,22;0,21;0,10;0,08;0,08;0,11;0,78;0,08;0,19;0,34;1,46;0,71;0,08;0,08;0,08;0,12;0,08;0,08;1,03;0,95;1,79;1,75;0,10;0,08;0,19;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,25;0,10;0,10;0,15;0,09;0,19;0,08;0,08;0,08;0,08;0,29;0,30;0,22;0,22;0,08;0,09;0,08;0,15;0,19;0,09
Raw Data (600);28,33;0,88;0,88;0,22;0,21;0,10;0,08;0,08;0,11;0,78;0,08;0,19;0,39;1,51;0,72;0,08;0,08;0,08;0,13;0,08;0,08;0,98;0,89;1,79;1,77;0,10;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,09;0,08;0,25;0,10;0,11;0,15;0,09;0,19;0,08;0,08;0,08;0,08;0,16;0,19;0,34;0,22;0,08;0,09;0,08;0,15;0,21;0,23
Raw Data (600);28,50;0,96;0,82;0,22;0,22;0,10;0,08;0,08;0,11;0,77;0,08;0,22;0,37;1,53;0,75;0,08;0,08;0,08;0,13;0,08;0,08;0,94;0,94;1,80;1,77;0,10;0,11;0,31;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,08;0,24;0,10;0,10;0,15;0,09;0,09;0,08;0,08;0,08;0,08;0,23;0,33;0,20;0,23;0,08;0,09;0,08;0,16;0,20;0,14
Raw Data (600);28,67;0,93;0,84;0,23;0,22;0,10;0,08;0,08;0,11;0,78;0,09;0,21;0,35;1,56;0,56;0,08;0,08;0,08;0,13;0,08;0,08;1,01;1,03;1,80;1,77;0,10;0,08;0,35;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,24;0,10;0,10;0,15;0,09;0,11;0,08;0,08;0,08;0,08;0,17;0,18;0,24;0,24;0,08;0,09;0,08;0,16;0,21;0,10
Raw Data (600);28,83;0,88;0,80;0,23;0,22;0,10;0,08;0,08;0,11;0,76;0,08;0,24;0,38;1,45;0,81;0,08;0,08;0,08;0,13;0,08;0,08;0,91;0,95;1,80;1,77;0,10;0,12;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,25;0,10;0,10;0,15;0,09;0,09;0,08;0,08;0,08;0,08;0,10;0,22;0,20;0,25;0,08;0,09;0,08;0,17;0,22;0,13
Raw Data (600);29,00;0,89;0,80;0,23;0,22;0,10;0,08;0,08;0,11;0,76;0,08;0,23;0,42;1,50;0,80;0,08;0,08;0,08;0,13;0,08;0,08;0,95;0,89;1,76;1,77;0,10;0,08;0,30;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,26;0,10;0,10;0,15;0,09;0,25;0,08;0,08;0,08;0,08;0,21;0,27;0,22;0,26;0,08;0,09;0,08;0,17;0,23;0,29
Raw Data (600);29,17;0,89;0,81;0,24;0,22;0,10;0,08;0,12;0,11;0,76;0,08;0,23;0,40;1,50;0,76;0,08;0,08;0,08;0,13;0,08;0,08;0,93;0,93;1,78;1,78;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,25;0,10;0,10;0,16;0,09;0,17;0,08;0,08;0,08;0,08;0,12;0,22;0,22;0,27;0,08;0,09;0,08;0,17;0,24;0,34
Raw Data (600);29,33;0,88;0,85;0,24;0,23;0,11;0,08;0,08;0,11;0,78;0,08;0,24;0,40;1,50;0,74;0,08;0,08;0,08;0,14;0,08;0,08;0,96;0,99;1,74;1,80;0,10;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,25;0,10;0,10;0,16;0,09;0,14;0,08;0,08;0,08;0,08;0,12;0,20;0,44;0,28;0,08;0,09;0,08;0,18;0,25;0,23
Raw Data (600);29,50;0,88;0,84;0,25;0,23;0,10;0,08;0,08;0,11;0,76;0,11;0,29;0,47;1,51;0,86;0,08;0,08;0,08;0,14;0,08;0,08;0,93;1,02;1,76;1,78;0,10;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,08;0,26;0,10;0,10;0,15;0,09;0,12;0,08;0,08;0,08;0,08;0,31;0,24;0,25;0,29;0,08;0,10;0,08;0,18;0,26;0,40
Raw Data (600);29,67;0,87;0,96;0,25;0,24;0,10;0,08;0,08;0,11;0,75;0,08;0,28;0,41;1,49;0,81;0,08;0,08;0,08;0,14;0,09;0,08;1,03;1,01;1,75;1,79;0,10;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,26;0,10;0,10;0,15;0,09;0,11;0,08;0,08;0,08;0,08;0,15;0,31;0,24;0,29;0,08;0,10;0,08;0,19;0,27;0,28
Raw Data (600);29,83;0,88;0,80;0,25;0,24;0,10;0,08;0,08;0,11;0,75;0,08;0,31;0,47;1,52;0,86;0,08;0,08;0,08;0,15;0,08;0,08;0,92;0,94;1,74;1,79;0,10;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,26;0,10;0,10;0,15;0,09;0,23;0,08;0,08;0,08;0,08;0,27;0,20;0,25;0,30;0,08;0,10;0,08;0,19;0,28;0,31
Raw Data (600);30,00;0,88;0,86;0,26;0,24;0,10;0,08;0,08;0,11;0,75;0,08;0,32;0,43;1,55;0,87;0,08;0,08;0,08;0,14;0,09;0,08;0,95;1,02;1,72;1,79;0,10;0,14;0,09;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,26;0,11;0,10;0,15;0,09;0,29;0,08;0,08;0,08;0,08;0,37;0,26;0,26;0,31;0,08;0,10;0,08;0,20;0,29;0,13
Raw Data (600);30,17;0,87;0,85;0,26;0,24;0,10;0,08;0,08;0,11;0,74;0,13;0,36;0,51;1,55;0,89;0,08;0,08;0,08;0,15;0,09;0,08;0,91;0,99;1,74;1,80;0,10;0,08;0,09;0,09;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,26;0,11;0,10;0,16;0,09;0,19;0,08;0,08;0,08;0,08;0,19;0,20;0,37;0,33;0,08;0,10;0,08;0,21;0,30;0,25
Raw Data (600);30,33;0,87;0,95;0,27;0,25;0,10;0,08;0,08;0,12;0,74;0,08;0,36;0,43;1,52;0,90;0,08;0,08;0,08;0,15;0,08;0,08;0,91;0,97;1,69;1,80;0,10;0,08;0,14;0,08;0,09;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,08;0,07;0,08;0,27;0,10;0,10;0,16;0,09;0,16;0,08;0,08;0,08;0,08;0,31;0,23;0,35;0,33;0,08;0,10;0,08;0,22;0,31;0,11
Raw Data (600);30,50;0,86;0,97;0,26;0,24;0,10;0,08;0,08;0,11;0,75;0,08;0,41;0,42;1,59;0,88;0,08;0,07;0,07;0,15;0,08;0,08;0,98;1,09;1,75;1,78;0,09;0,21;0,23;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,09;0,08;0,23;0,11;0,10;0,16;0,09;0,15;0,07;0,08;0,08;0,08;0,31;0,29;0,35;0,34;0,07;0,09;0,08;0,22;0,33;0,20
Raw Data (600);30,67;0,86;0,84;0,27;0,24;0,10;0,08;0,07;0,11;0,74;0,08;0,44;0,48;1,58;0,95;0,08;0,07;0,07;0,15;0,08;0,08;0,95;1,04;1,76;1,80;0,09;0,08;0,20;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,09;0,08;0,23;0,11;0,10;0,15;0,08;0,22;0,07;0,08;0,08;0,08;0,22;0,13;0,29;0,35;0,07;0,09;0,08;0,23;0,33;0,29
Raw Data (600);30,83;0,85;0,81;0,27;0,25;0,10;0,08;0,07;0,12;0,73;0,08;0,43;0,46;1,60;0,93;0,08;0,07;0,07;0,15;0,08;0,08;0,96;1,01;1,74;1,83;0,09;0,08;0,11;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,08;0,23;0,11;0,10;0,15;0,08;0,17;0,07;0,08;0,08;0,08;0,41;0,17;0,33;0,36;0,07;0,09;0,07;0,24;0,35;0,34
Raw Data (600);31,00;0,87;0,98;0,27;0,25;0,10;0,08;0,07;0,12;0,74;0,09;0,44;0,45;1,62;0,98;0,08;0,07;0,07;0,14;0,08;0,08;0,97;1,05;1,71;1,81;0,09;0,14;0,10;0,08;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,23;0,11;0,10;0,18;0,08;0,18;0,07;0,08;0,08;0,08;0,36;0,09;0,31;0,37;0,07;0,09;0,08;0,25;0,36;0,26
Raw Data (600);31,17;0,87;0,81;0,27;0,25;0,09;0,08;0,07;0,12;0,72;0,10;0,50;0,60;1,57;0,94;0,08;0,07;0,07;0,16;0,08;0,08;0,95;0,91;1,71;1,80;0,09;0,11;0,18;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,24;0,11;0,10;0,16;0,08;0,17;0,07;0,08;0,08;0,08;0,20;0,14;0,32;0,39;0,07;0,09;0,08;0,27;0,38;0,20
Raw Data (600);31,33;0,86;0,90;0,28;0,25;0,10;0,08;0,07;0,12;0,73;0,08;0,53;0,49;1,59;0,95;0,08;0,07;0,07;0,16;0,08;0,08;0,96;0,97;1,69;1,77;0,09;0,08;0,08;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,09;0,08;0,23;0,11;0,10;0,16;0,09;0,11;0,07;0,08;0,08;0,08;0,18;0,27;0,31;0,39;0,07;0,09;0,08;0,28;0,40;0,23
Raw Data (600);31,50;0,85;0,91;0,28;0,26;0,10;0,08;0,07;0,12;0,72;0,08;0,53;0,60;1,61;1,00;0,08;0,07;0,07;0,17;0,08;0,08;0,92;0,97;1,69;1,74;0,09;0,09;0,08;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,28;0,11;0,10;0,16;0,09;0,17;0,07;0,08;0,08;0,12;0,23;0,23;0,33;0,40;0,07;0,10;0,08;0,29;0,41;0,13
Raw Data (600);31,67;0,84;0,88;0,29;0,26;0,10;0,08;0,07;0,12;0,72;0,08;0,57;0,51;1,66;1,01;0,08;0,07;0,07;0,17;0,08;0,08;0,93;1,00;1,73;1,80;0,10;0,08;0,17;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,08;0,28;0,11;0,10;0,16;0,09;0,13;0,08;0,08;0,09;0,08;0,38;0,13;0,34;0,42;0,08;0,10;0,08;0,30;0,43;0,30
Raw Data (600);31,83;0,86;0,94;0,29;0,26;0,10;0,08;0,08;0,12;0,72;0,13;0,61;0,53;1,65;1,04;0,08;0,07;0,07;0,17;0,08;0,08;0,91;1,05;1,70;1,78;0,09;0,10;0,08;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,24;0,11;0,10;0,16;0,09;0,13;0,07;0,08;0,08;0,08;0,39;0,23;0,34;0,42;0,07;0,10;0,08;0,31;0,44;0,15
Raw Data (600);32,00;0,83;0,80;0,29;0,26;0,10;0,09;0,07;0,12;0,71;0,08;0,64;0,60;1,62;1,00;0,08;0,07;0,07;0,17;0,08;0,08;0,89;0,99;1,74;1,78;0,10;0,11;0,08;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,09;0,08;0,24;0,11;0,10;0,16;0,09;0,12;0,07;0,08;0,08;0,08;0,14;0,20;0,37;0,44;0,07;0,09;0,08;0,32;0,44;0,21
Raw Data (600);32,17;0,83;0,92;0,30;0,27;0,10;0,09;0,08;0,13;0,71;0,08;0,66;0,58;1,63;0,99;0,08;0,07;0,07;0,18;0,08;0,08;0,89;0,84;1,68;1,70;0,10;0,22;0,15;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,24;0,11;0,10;0,16;0,09;0,23;0,07;0,08;0,08;0,08;0,17;0,35;0,36;0,44;0,08;0,09;0,08;0,31;0,46;0,28
Raw Data (600);32,33;0,82;0,83;0,29;0,28;0,10;0,08;0,07;0,13;0,70;0,08;0,69;0,61;1,65;0,99;0,08;0,07;0,07;0,17;0,08;0,08;0,85;0,76;1,67;1,63;0,10;0,10;0,08;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,13;0,07;0,07;0,07;0,07;0,08;0,27;0,11;0,10;0,17;0,09;0,09;0,07;0,08;0,08;0,08;0,28;0,18;0,37;0,45;0,07;0,10;0,08;0,32;0,47;0,22
Raw Data (600);32,50;0,82;0,97;0,31;0,28;0,10;0,08;0,07;0,13;0,71;0,08;0,68;0,54;1,66;1,12;0,08;0,07;0,07;0,17;0,08;0,08;0,90;1,05;1,68;1,71;0,09;0,15;0,17;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,09;0,08;0,24;0,11;0,10;0,17;0,09;0,13;0,07;0,08;0,08;0,11;0,26;0,19;0,39;0,46;0,07;0,10;0,07;0,34;0,48;0,12
Raw Data (600);32,67;0,82;0,92;0,31;0,27;0,10;0,09;0,08;0,13;0,71;0,08;0,72;0,59;1,67;1,05;0,08;0,07;0,07;0,19;0,08;0,08;0,86;0,96;1,69;1,66;0,10;0,21;0,08;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,08;0,07;0,25;0,11;0,11;0,17;0,09;0,20;0,07;0,08;0,08;0,08;0,22;0,16;0,38;0,47;0,07;0,10;0,08;0,34;0,49;0,18
Raw Data (600);32,83;0,81;0,91;0,31;0,27;0,15;0,09;0,07;0,13;0,71;0,08;0,74;0,62;1,72;1,28;0,08;0,07;0,07;0,19;0,08;0,08;0,86;1,12;1,70;1,71;0,10;0,18;0,08;0,08;0,09;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,25;0,11;0,11;0,33;0,09;0,18;0,07;0,08;0,08;0,08;0,19;0,16;0,39;0,48;0,07;0,10;0,08;0,35;0,50;0,30
Raw Data (600);33,00;0,81;0,88;0,33;0,28;0,10;0,09;0,08;0,13;0,70;0,08;0,75;0,63;1,74;1,24;0,08;0,07;0,07;0,18;0,08;0,08;0,92;1,09;1,75;1,75;0,09;0,30;0,08;0,08;0,09;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,09;0,07;0,25;0,11;0,11;0,17;0,09;0,18;0,07;0,08;0,08;0,08;0,40;0,29;0,41;0,49;0,08;0,10;0,08;0,37;0,51;0,25
Raw Data (600);33,17;0,81;0,89;0,32;0,28;0,10;0,09;0,08;0,13;0,71;0,08;0,78;0,65;1,82;1,33;0,08;0,07;0,07;0,17;0,08;0,08;0,84;1,14;1,79;1,76;0,09;0,30;0,08;0,08;0,09;0,08;0,09;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,09;0,07;0,25;0,11;0,11;0,17;0,09;0,18;0,07;0,08;0,08;0,08;0,35;0,18;0,42;0,50;0,07;0,10;0,08;0,38;0,52;0,33
Raw Data (600);33,33;0,82;0,76;0,31;0,30;0,10;0,09;0,08;0,14;0,68;0,08;0,81;0,65;1,74;0,99;0,08;0,07;0,07;0,20;0,08;0,08;0,83;0,98;1,73;1,66;0,10;0,15;0,09;0,08;0,09;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,25;0,11;0,11;0,17;0,09;0,24;0,07;0,08;0,08;0,08;0,30;0,30;0,42;0,51;0,07;0,10;0,08;0,36;0,54;0,25
Raw Data (600);33,50;0,82;0,85;0,33;0,31;0,10;0,09;0,08;0,15;0,68;0,08;0,82;0,61;1,79;1,31;0,08;0,07;0,07;0,20;0,09;0,08;0,90;1,06;1,75;1,69;0,10;0,21;0,12;0,08;0,09;0,08;0,07;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,08;0,07;0,25;0,11;0,11;0,18;0,09;0,11;0,07;0,08;0,08;0,12;0,28;0,16;0,44;0,52;0,07;0,10;0,08;0,38;0,55;0,30
Raw Data (600);33,67;0,80;0,92;0,33;0,30;0,10;0,09;0,08;0,14;0,68;0,27;0,86;0,69;1,76;1,28;0,08;0,07;0,07;0,21;0,09;0,08;1,01;1,13;1,72;1,69;0,10;0,29;0,13;0,08;0,09;0,08;0,07;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,09;0,07;0,25;0,11;0,11;0,19;0,09;0,14;0,07;0,08;0,08;0,08;0,18;0,15;0,44;0,53;0,08;0,10;0,08;0,39;0,55;0,27
Raw Data (600);33,83;0,80;0,95;0,35;0,29;0,11;0,09;0,08;0,14;0,68;0,08;0,87;0,64;1,70;1,32;0,08;0,07;0,07;0,19;0,09;0,08;1,20;1,16;1,73;1,69;0,10;0,23;0,08;0,08;0,09;0,08;0,09;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,26;0,11;0,11;0,28;0,09;0,16;0,07;0,08;0,08;0,08;0,15;0,11;0,45;0,53;0,08;0,11;0,08;0,40;0,56;0,29
Raw Data (600);34,00;0,79;0,82;0,35;0,29;0,10;0,09;0,08;0,15;0,67;0,23;0,92;0,64;1,61;1,34;0,08;0,07;0,07;0,22;0,08;0,08;1,06;1,10;1,72;1,64;0,10;0,14;0,08;0,08;0,09;0,08;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,07;0,09;0,07;0,26;0,11;0,11;0,25;0,09;0,12;0,07;0,08;0,08;0,08;0,22;0,27;0,46;0,55;0,07;0,11;0,08;0,41;0,57;0,25
Raw Data (600);34,17;0,80;0,83;0,32;0,32;0,10;0,09;0,08;0,15;0,67;0,08;0,91;0,64;1,24;1,27;0,08;0,07;0,07;0,21;0,09;0,08;0,84;0,99;1,72;1,62;0,10;0,24;0,08;0,09;0,09;0,08;0,07;0,07;0,07;0,07;0,09;0,07;0,07;0,07;0,07;0,07;0,26;0,12;0,11;0,18;0,09;0,15;0,07;0,08;0,08;0,08;0,16;0,29;0,47;0,58;0,08;0,11;0,12;0,41;0,58;0,11
Raw Data (600);34,33;0,79;0,97;0,36;0,32;0,11;0,10;0,08;0,18;0,68;0,20;0,94;0,62;1,21;1,36;0,08;0,07;0,07;0,20;0,09;0,08;0,92;0,98;1,71;1,61;0,10;0,19;0,08;0,09;0,09;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,09;0,09;0,27;0,11;0,11;0,19;0,09;0,17;0,07;0,08;0,08;0,10;0,17;0,20;0,48;0,57;0,08;0,11;0,08;0,42;0,60;0,19
Raw Data (600);34,50;0,78;0,90;0,33;0,30;0,14;0,09;0,08;0,15;0,68;0,08;0,99;0,62;1,21;1,33;0,08;0,07;0,07;0,23;0,09;0,08;1,17;1,04;1,71;1,60;0,10;0,20;0,08;0,08;0,09;0,08;0,08;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,07;0,27;0,11;0,11;0,21;0,09;0,14;0,07;0,08;0,08;0,09;0,20;0,31;0,48;0,59;0,08;0,11;0,10;0,42;0,60;0,27
Raw Data (600);34,67;0,78;0,93;0,34;0,31;0,21;0,10;0,08;0,16;0,68;0,29;0,99;0,65;1,20;1,42;0,08;0,07;0,07;0,21;0,09;0,08;0,96;1,04;1,70;1,58;0,10;0,33;0,08;0,08;0,09;0,08;0,08;0,09;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,27;0,11;0,11;0,26;0,09;0,17;0,07;0,08;0,08;0,08;0,25;0,24;0,49;0,60;0,07;0,11;0,08;0,42;0,62;0,45
Raw Data (600);34,83;0,79;0,78;0,35;0,32;0,11;0,10;0,08;0,25;0,66;0,08;1,00;0,60;1,22;1,41;0,08;0,07;0,07;0,23;0,09;0,08;1,09;0,97;1,70;1,59;0,10;0,11;0,08;0,09;0,09;0,08;0,07;0,07;0,07;0,07;0,10;0,07;0,07;0,08;0,08;0,07;0,29;0,11;0,11;0,24;0,09;0,10;0,07;0,08;0,08;0,08;0,17;0,30;0,50;0,61;0,07;0,12;0,11;0,44;0,62;0,32
Raw Data (600);35,00;0,78;0,90;0,39;0,33;0,21;0,10;0,08;0,24;0,68;0,08;1,04;0,46;1,20;1,38;0,08;0,07;0,07;0,25;0,09;0,08;1,24;0,92;1,66;1,57;0,10;0,13;0,08;0,09;0,09;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,09;0,09;0,27;0,11;0,11;0,19;0,09;0,18;0,07;0,08;0,08;0,08;0,24;0,17;0,51;0,62;0,08;0,11;0,14;0,43;0,63;0,34
Raw Data (600);35,17;0,78;0,84;0,37;0,34;0,12;0,10;0,08;0,29;0,66;0,09;1,02;0,69;1,20;1,40;0,08;0,07;0,07;0,23;0,09;0,08;1,11;0,95;1,65;1,56;0,10;0,08;0,08;0,08;0,09;0,08;0,07;0,08;0,07;0,07;0,09;0,07;0,07;0,07;0,07;0,08;0,27;0,12;0,11;0,23;0,09;0,23;0,07;0,08;0,08;0,09;0,19;0,27;0,52;0,63;0,07;0,11;0,17;0,45;0,64;0,32
