Well;Time;B02;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;D12;E02;E03;E04;E05;E06;E07;E08;E09;E10;E11;E12;F02;F03;F04;F05;F06;F07;F08;F09;F10;F11;F12;G02;G03;G04;G05;G06;G07;G08;G09;G10;G11;G12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Blank B;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66
Blank corrected based on Raw Data (600);22,67;-0,007;-0,008;1,005;1,865;0,834;0,779;0,034;0,099;0,264;0,571;0,007;;0,004;-0,005;0,936;0,22;0,596;0,118;0,003;0,028;0,026;0,592;-0,000196667;-0,007;-0,006;1,057;0,127;0,705;0,195;0,053;0,055;0,102;0,118;-0,006;0,049;-0,004;0,685;0,634;0,796;0,881;0,042;0,215;0,427;1,154;0,002;-0,004;-0,006;0,726;0,362;0,83;0,915;-0,000596667;0,361;0,305;0,831;0,008;0,03;-0,003;0,017;0,028;0,037;0,021;-0,003;0,007;0,028;0,078;-0,004
Blank corrected based on Raw Data (600);22,83;-0,007;-0,009;0,982;1,86;0,888;0,787;0,024;0,102;0,289;0,587;0,004;;0,004;-0,006;0,912;0,425;0,636;0,121;-0,001;0,029;0,027;0,585;0,006;-0,008;-0,006;1,051;0,135;0,691;0,216;0,041;0,057;0,108;0,128;-0,005;0,051;-0,004;0,652;0,629;0,749;0,884;0,034;0,222;0,405;1,159;0,001;-0,005;-0,007;0,682;0,375;0,792;0,896;0,002;0,359;0,36;0,848;-0,000563333;0,029;-0,004;0,015;0,04;0,04;0,022;-0,003;0,007;0,051;0,08;-0,005
Blank corrected based on Raw Data (600);23,00;-0,006;-0,007;0,973;1,832;0,882;0,781;0,024;0,104;0,29;0,577;0,013;;0,004;-0,007;0,846;0,173;0,586;0,127;-0,001;0,03;0,03;0,564;0,005;-0,007;-0,007;1,053;0,133;0,71;0,238;0,042;0,059;0,112;0,13;-0,006;0,059;-0,005;0,718;0,632;0,763;0,904;0,036;0,227;0,438;1,066;0,004;-0,006;-0,006;0,665;0,371;0,762;0,891;0,004;0,357;0,362;0,844;0,006;0,028;-0,004;0,018;0,031;0,04;0,022;-0,004;0,007;0,051;0,081;-0,004
Blank corrected based on Raw Data (600);23,17;-0,006;-0,007;0,922;1,818;0,941;0,759;0,024;0,108;0,298;0,596;0,005;;0,004;-0,005;0,855;0,26;0,686;0,13;-0,000863333;0,028;0,029;0,577;0,000436667;-0,007;-0,006;1,036;0,145;0,709;0,248;0,042;0,057;0,115;0,137;-0,004;0,064;-0,005;0,676;0,631;0,775;0,903;0,037;0,234;0,429;1,091;0,005;-0,005;-0,007;0,654;0,368;0,771;0,888;0,003;0,359;0,365;0,846;0,004;0,028;-0,005;0,014;0,031;0,045;0,023;-0,004;0,008;0,053;0,081;-0,005
Blank corrected based on Raw Data (600);23,33;-0,002;-0,008;0,996;1,797;0,926;0,744;0,023;0,111;0,303;0,607;0,007;;0,005;-0,005;0,838;0,292;0,604;0,132;-0,000336667;0,03;0,03;0,583;-0,002;-0,008;-0,007;1,02;0,15;0,696;0,261;0,041;0,061;0,122;0,148;-0,006;0,061;-0,004;0,67;0,632;0,793;0,908;0,039;0,24;0,466;1,057;0,004;-0,005;-0,006;0,646;0,367;0,753;0,875;0,003;0,354;0,374;0,858;-0,003;0,027;-0,005;0,013;0,034;0,045;0,025;-0,004;0,008;0,049;0,081;-0,005
Blank corrected based on Raw Data (600);23,50;-0,002;-0,008;0,964;1,788;0,912;0,869;0,024;0,114;0,309;0,614;0,009;;0,004;-0,005;0,841;0,517;0,684;0,139;-0,00083;0,031;0,032;0,57;-0,006;-0,007;-0,006;1,001;0,16;0,73;0,279;0,041;0,061;0,126;0,145;-0,006;0,061;-0,005;0,677;0,63;0,811;0,916;0,036;0,248;0,468;1,039;0,003;-0,005;-0,006;0,633;0,361;0,759;0,865;0,004;0,354;0,388;0,867;0,007;0,028;-0,004;0,014;0,033;0,043;0,025;-0,004;0,008;0,061;0,085;-0,004
Blank corrected based on Raw Data (600);23,67;-0,001;-0,007;0,97;1,753;0,937;1,072;0,034;0,118;0,304;0,623;0,017;;0,004;-0,005;0,909;0,532;0,692;0,143;0,004;0,031;0,031;0,597;-0,006;-0,007;-0,006;0,986;0,169;0,779;0,265;0,052;0,063;0,126;0,153;-0,005;0,064;-0,004;0,718;0,63;0,86;0,92;0,043;0,255;0,482;1,016;0,005;-0,004;-0,007;0,659;0,342;0,785;0,884;0,000823333;0,354;0,321;0,889;0,009;0,031;-0,004;0,025;0,037;0,044;0,027;-0,005;0,009;0,036;0,082;-0,005
Blank corrected based on Raw Data (600);23,83;-0,002;-0,008;0,99;1,747;0,95;0,979;0,023;0,122;0,321;0,638;0,017;;0,004;-0,006;0,873;0,241;0,71;0,146;-0,002;0,032;0,033;0,609;-0,006;-0,007;-0,007;0,963;0,188;0,716;0,28;0,04;0,065;0,134;0,163;-0,006;0,053;-0,004;0,72;0,626;0,839;0,921;0,037;0,265;0,478;1,02;0,007;-0,006;-0,006;0,618;0,359;0,758;0,856;0,003;0,355;0,377;0,863;0,002;0,03;-0,005;0,023;0,035;0,046;0,027;-0,005;0,008;0,055;0,091;-0,006
Blank corrected based on Raw Data (600);24,00;-0,002;-0,008;1,047;1,731;0,969;0,94;0,024;0,125;0,331;0,679;0,011;;0,003;-0,006;0,848;0,28;0,686;0,152;-0,000963333;0,032;0,036;0,572;-0,006;-0,007;-0,007;0,937;0,195;0,745;0,244;0,041;0,068;0,137;0,176;-0,006;0,046;-0,004;0,726;0,628;0,87;0,907;0,039;0,27;0,471;0,985;0,003;-0,004;-0,006;0,596;0,353;0,739;0,825;0,003;0,349;0,392;0,877;0,006;0,03;-0,005;0,017;0,036;0,05;0,027;-0,005;0,009;0,064;0,08;-0,006
Blank corrected based on Raw Data (600);24,17;-0,002;-0,008;1,009;1,718;0,956;0,972;0,025;0,129;0,324;0,633;0,017;;0,005;-0,006;0,855;0,394;0,784;0,157;-0,001;0,032;0,037;0,572;-0,005;-0,008;-0,006;0,913;0,277;0,756;0,26;0,04;0,068;0,138;0,186;-0,006;0,056;-0,005;0,696;0,624;0,877;0,891;0,039;0,278;0,473;0,987;0,005;-0,005;-0,007;0,598;0,353;0,741;0,837;0,002;0,348;0,393;0,866;0,011;0,029;-0,005;0,019;0,039;0,049;0,03;-0,005;0,01;0,062;0,086;-0,005
Blank corrected based on Raw Data (600);24,33;-0,002;-0,008;0,997;1,698;1,042;0,99;0,024;0,133;0,329;0,651;0,014;;0,004;-0,005;0,841;0,226;0,696;0,159;-0,001;0,034;0,037;0,571;-0,006;-0,007;-0,007;0,88;0,271;0,746;0,237;0,04;0,068;0,145;0,191;-0,005;0,063;-0,004;0,738;0,62;0,901;0,886;0,038;0,282;0,469;0,958;0,005;-0,005;-0,008;0,587;0,348;0,75;0,837;0,002;0,348;0,396;0,854;0,012;0,03;-0,004;0,026;0,039;0,05;0,029;-0,005;0,01;0,056;0,08;0,018
Blank corrected based on Raw Data (600);24,50;-0,002;-0,008;0,966;1,66;0,954;1,099;0,034;0,137;0,326;0,663;0,015;;0,004;-0,005;0,826;0,27;0,743;0,166;0,004;0,035;0,037;0,645;-0,005;-0,006;-0,006;0,85;0,289;0,779;0,187;0,052;0,069;0,144;0,193;-0,004;0,067;-0,005;0,794;0,617;0,882;0,878;0,046;0,288;0,496;1,085;0,003;-0,004;-0,006;0,61;0,33;0,773;0,848;-0,000056667;0,345;0,336;0,88;0,000643333;0,03;-0,003;0,027;0,039;0,051;0,03;-0,005;0,011;0,042;0,084;0,093
Blank corrected based on Raw Data (600);24,67;-0,002;-0,008;1,006;1,656;0,955;0,988;0,026;0,139;0,33;0,682;0,015;;0,004;-0,006;0,824;0,361;0,846;0,172;-0,001;0,033;0,04;0,574;-0,006;-0,007;-0,007;0,805;0,308;0,765;0,155;0,042;0,069;0,15;0,201;-0,005;0,057;-0,003;0,764;0,612;0,917;0,88;0,039;0,293;0,477;0,999;0,006;-0,006;-0,007;0,578;0,341;0,736;0,815;0,003;0,344;0,402;0,88;0,012;0,03;-0,006;0,015;0,04;0,055;0,031;-0,005;0,011;0,07;0,085;0,147
Blank corrected based on Raw Data (600);24,83;-0,002;-0,008;1,004;1,658;1,026;0,968;0,026;0,143;0,332;0,684;0,015;;0,005;-0,005;0,823;0,383;0,837;0,176;-0,00048;0,035;0,042;0,6;-0,005;-0,007;-0,007;0,768;0,328;0,78;0,13;0,042;0,071;0,155;0,198;-0,005;0,052;-0,004;0,812;0,612;0,931;0,875;0,04;0,301;0,477;1,022;0,004;-0,005;-0,007;0,568;0,343;0,731;0,8;0,003;0,343;0,412;0,87;0,008;0,03;-0,006;0,017;0,041;0,057;0,032;-0,005;0,011;0,063;0,085;-0,004
Blank corrected based on Raw Data (600);25,00;-0,001;-0,007;1,045;1,618;1,02;1,039;0,035;0,147;0,322;0,696;0,006;;0,003;-0,005;0,816;0,195;0,836;0,182;0,004;0,032;0,04;0,615;-0,005;-0,006;-0,007;0,711;0,329;0,792;0,12;0,052;0,073;0,159;0,203;-0,005;0,028;-0,004;0,918;0,607;0,955;0,878;0,048;0,307;0,499;1,055;0,004;-0,004;-0,006;0,598;0,32;0,741;0,822;-0,000073333;0,341;0,354;0,866;0,006;0,031;-0,004;0,019;0,04;0,058;0,032;-0,006;0,013;0,046;0,085;-0,003
Blank corrected based on Raw Data (600);25,17;-0,000953333;-0,008;1,044;1,615;0,967;0,964;0,028;0,151;0,333;0,695;0,012;;0,004;-0,005;0,815;0,333;0,786;0,188;-0,001;0,034;0,043;0,586;-0,006;-0,007;-0,007;0,628;0,36;0,747;0,106;0,041;0,076;0,164;0,195;-0,005;0,023;-0,003;0,862;0,605;0,916;0,907;0,04;0,309;0,485;1,023;0,002;-0,005;-0,006;0,548;0,334;0,705;0,788;0,004;0,34;0,426;0,881;0,006;0,031;-0,005;0,018;0,043;0,061;0,033;-0,005;0,012;0,07;0,085;-0,005
Blank corrected based on Raw Data (600);25,33;-0,002;-0,007;1,007;1,612;0,955;0,977;0,028;0,154;0,338;0,687;0,017;;0,005;-0,005;0,828;0,433;0,862;0,194;-0,000263333;0,036;0,045;0,595;-0,005;-0,006;-0,008;0,593;0,348;0,783;0,104;0,041;0,078;0,165;0,198;-0,005;0,033;-0,004;0,883;0,602;0,964;0,915;0,039;0,317;0,488;1,008;0,005;-0,005;-0,007;0,551;0,335;0,73;0,793;0,004;0,34;0,425;0,877;-0,002;0,031;-0,005;0,016;0,044;0,059;0,035;-0,005;0,013;0,071;0,084;0,024
Blank corrected based on Raw Data (600);25,50;-0,001;-0,008;0,995;1,617;0,976;0,982;0,028;0,159;0,329;0,757;0,017;;0,004;-0,005;0,83;0,41;0,884;0,198;-0,001;0,039;0,044;0,591;-0,006;-0,007;-0,007;0,578;0,365;0,774;0,106;0,041;0,078;0,166;0,201;-0,005;0,054;-0,004;0,823;0,598;0,954;0,863;0,038;0,318;0,488;1,024;0,006;-0,005;-0,007;0,552;0,332;0,737;0,801;0,004;0,34;0,432;0,881;0,009;0,03;-0,005;0,02;0,046;0,06;0,035;-0,005;0,013;0,066;0,091;0,039
Blank corrected based on Raw Data (600);25,67;-0,002;-0,008;0,999;1,611;1,011;0,975;0,029;0,163;0,337;0,728;0,012;;0,003;-0,005;0,894;0,432;0,9;0,207;-0,001;0,039;0,044;0,608;-0,006;-0,007;-0,007;0,568;0,401;0,833;0,104;0,039;0,081;0,171;0,215;-0,006;0,065;-0,004;0,864;0,595;0,95;0,866;0,035;0,325;0,491;1,072;0,002;-0,005;-0,007;0,547;0,333;0,734;0,8;0,002;0,338;0,435;0,893;0,002;0,029;-0,005;0,018;0,045;0,063;0,035;-0,006;0,013;0,066;0,084;0,133
Blank corrected based on Raw Data (600);25,83;-0,001;-0,008;1,033;1,616;0,976;0,964;0,029;0,165;0,339;0,739;0,011;;0,004;-0,006;0,872;0,29;0,909;0,214;-0,000866667;0,036;0,046;0,596;-0,006;-0,008;-0,006;0,563;0,42;0,808;0,103;0,041;0,081;0,174;0,221;-0,006;0,055;-0,004;0,882;0,587;0,958;0,879;0,038;0,325;0,512;1,032;0,004;-0,005;-0,008;0,534;0,33;0,733;0,788;0,003;0,339;0,435;0,884;0,005;0,031;-0,004;0,017;0,048;0,068;0,037;-0,006;0,013;0,075;0,091;0,133
Blank corrected based on Raw Data (600);26,00;-0,003;-0,004;1,059;1,619;1,04;1,027;0,038;0,169;0,324;0,729;0,014;;0,003;-0,005;0,924;0,296;0,908;0,22;0,003;0,037;0,048;0,66;-0,004;-0,007;-0,006;0,549;0,423;0,893;0,108;0,052;0,082;0,172;0,223;-0,005;0,036;-0,004;0,884;0,587;1,037;0,881;0,049;0,331;0,53;1,093;0,001;-0,005;-0,006;0,568;0,311;0,736;0,797;-0,000406667;0,335;0,386;0,9;0,008;0,031;-0,005;0,023;0,048;0,066;0,037;-0,004;0,014;0,05;0,085;-0,005
Blank corrected based on Raw Data (600);26,17;-0,003;-0,005;1,071;1,639;1,067;0,957;0,03;0,172;0,336;0,774;0,012;;0,004;-0,005;0,939;0,311;0,914;0,227;-0,000466667;0,039;0,051;0,611;-0,005;-0,008;-0,007;0,54;0,457;0,86;0,11;0,042;0,086;0,181;0,224;-0,006;0,053;-0,004;0,908;0,585;1,009;0,872;0,039;0,335;0,52;1,065;0,001;-0,005;-0,007;0,535;0,333;0,731;0,775;0,002;0,334;0,454;0,899;0,005;0,03;-0,005;0,02;0,049;0,068;0,038;-0,004;0,014;0,079;0,088;0,014
Blank corrected based on Raw Data (600);26,33;-0,002;-0,005;1,04;1,638;1,083;0,934;0,029;0,175;0,338;0,765;0,019;;0,003;-0,006;0,933;0,291;0,972;0,234;-0,000953333;0,04;0,054;0,596;-0,002;-0,008;-0,007;0,538;0,473;0,876;0,114;0,042;0,087;0,184;0,23;-0,005;0,04;-0,004;0,887;0,581;1,032;0,861;0,043;0,335;0,528;1,035;0,002;-0,004;-0,006;0,533;0,327;0,721;0,761;0,004;0,332;0,457;0,896;0,013;0,029;-0,005;0,02;0,05;0,07;0,039;-0,004;0,013;0,086;0,09;-0,004
Blank corrected based on Raw Data (600);26,50;-0,001;-0,004;1,067;1,623;1,071;1;0,037;0,18;0,328;0,786;0,017;;0,004;-0,004;0,961;0,31;0,963;0,241;0,003;0,039;0,053;0,659;-0,001;-0,007;-0,006;0,526;0,461;0,916;0,116;0,054;0,086;0,192;0,224;-0,006;0,024;-0,004;0,924;0,575;1,075;0,867;0,047;0,342;0,551;1,102;0,005;-0,004;-0,006;0,561;0,31;0,738;0,781;-0,000173333;0,332;0,414;0,907;0,012;0,03;-0,004;0,022;0,05;0,07;0,041;-0,002;0,016;0,05;0,09;-0,004
Blank corrected based on Raw Data (600);26,67;-0,002;-0,005;1,034;1,613;1,04;0,919;0,029;0,18;0,343;0,742;0,008;;0,004;-0,006;0,938;0,417;1,002;0,248;-0,000923333;0,039;0,058;0,639;-0,006;-0,007;-0,007;0,527;0,512;0,858;0,119;0,042;0,089;0,191;0,235;-0,006;0,016;-0,003;0,979;0,568;1,01;0,872;0,041;0,342;0,537;1,061;0,007;-0,004;-0,007;0,531;0,324;0,693;0,742;0,004;0,33;0,476;0,886;0,013;0,03;-0,005;0,019;0,051;0,075;0,04;-0,004;0,016;0,085;0,096;0,089
Blank corrected based on Raw Data (600);26,83;-0,003;-0,005;1,096;1,6;1,064;0,924;0,029;0,183;0,343;0,773;0,017;;0,003;-0,005;0,947;0,407;1,013;0,259;-0,000836667;0,041;0,058;0,627;-0,002;-0,007;-0,008;0,512;0,524;0,863;0,124;0,042;0,092;0,194;0,256;-0,004;0,018;-0,003;0,958;0,562;1,023;0,896;0,042;0,361;0,539;1,057;0,007;-0,004;-0,006;0,532;0,325;0,72;0,756;0,006;0,329;0,484;0,902;-0,003;0,029;-0,005;0,02;0,054;0,074;0,041;-0,003;0,015;0,079;0,094;-0,005
Blank corrected based on Raw Data (600);27,00;-0,002;-0,005;1,069;1,605;1,039;0,925;0,029;0,186;0,345;0,766;0,012;;0,003;-0,005;0,94;0,489;1,037;0,264;-0,00073;0,041;0,06;0,637;-0,004;-0,007;-0,007;0,502;0,52;0,863;0,13;0,042;0,093;0,206;0,241;-0,006;0,015;-0,002;0,918;0,555;1,043;0,891;0,041;0,346;0,546;1,064;0,002;-0,004;-0,007;0,521;0,322;0,702;0,742;0,004;0,329;0,483;0,895;0,007;0,028;-0,005;0,02;0,054;0,078;0,043;-0,004;0,016;0,083;0,096;-0,006
Blank corrected based on Raw Data (600);27,17;-0,003;-0,004;1,091;1,601;1,019;0,986;0,039;0,189;0,335;0,776;0,015;;0,003;-0,004;0,974;0,326;1,052;0,272;0,004;0,042;0,059;0,631;-0,002;-0,007;-0,006;0,501;0,52;0,885;0,134;0,052;0,093;0,194;0,249;-0,004;0,015;-0,004;0,912;0,553;1,052;0,887;0,05;0,356;0,562;1,067;0,005;-0,003;-0,007;0,548;0,306;0,742;0,764;0,001;0,327;0,442;0,894;0,011;0,026;-0,005;0,021;0,055;0,077;0,044;-0,003;0,017;0,056;0,097;-0,005
Blank corrected based on Raw Data (600);27,33;-0,003;-0,005;1,105;1,592;1,063;0,92;0,029;0,191;0,35;0,813;0,012;;0,004;-0,005;0,94;0,282;1,058;0,278;-0,001;0,042;0,063;0,638;-0,003;-0,007;-0,008;0,5;0,557;0,876;0,136;0,042;0,097;0,22;0,234;-0,006;0,017;-0,003;0,971;0,549;1,002;0,882;0,043;0,352;0,546;1,08;0,004;-0,005;-0,007;0,518;0,322;0,705;0,734;0,004;0,327;0,498;0,888;0,003;0,02;-0,005;0,021;0,06;0,077;0,044;-0,003;0,016;0,091;0,101;-0,005
Blank corrected based on Raw Data (600);27,50;-0,003;-0,005;1,096;1,59;1,074;0,914;0,029;0,193;0,355;0,779;0,015;;0,004;-0,006;0,933;0,271;1,044;0,287;-0,001;0,042;0,066;0,637;-0,004;-0,007;-0,008;0,491;0,557;0,846;0,14;0,041;0,098;0,205;0,255;-0,005;0,013;-0,003;0,922;0,544;1,007;0,885;0,041;0,355;0,552;1,077;0,006;-0,005;-0,007;0,516;0,321;0,698;0,728;0,006;0,326;0,512;0,876;0,009;0,023;-0,005;0,02;0,057;0,082;0,045;-0,003;0,017;0,085;0,099;-0,004
Blank corrected based on Raw Data (600);27,67;-0,002;-0,005;1,102;1,568;1,091;0,908;0,029;0,196;0,355;0,798;0,012;;0,004;-0,005;0,94;0,268;1,069;0,297;-0,002;0,041;0,068;0,645;-0,005;-0,007;-0,009;0,496;0,547;0,879;0,147;0,041;0,101;0,208;0,245;-0,005;0,009;-0,003;0,931;0,54;1,01;0,887;0,043;0,356;0,551;1,093;0,007;-0,004;-0,008;0,521;0,316;0,667;0,722;0,005;0,323;0,493;0,897;0,009;0,023;-0,006;0,024;0,057;0,084;0,044;-0,004;0,018;0,091;0,098;-0,004
Blank corrected based on Raw Data (600);27,83;-0,003;-0,004;1,088;1,575;1,093;0,972;0,036;0,198;0,349;0,799;-0,003;;0,003;-0,004;0,977;0,286;1,026;0,303;0,003;0,042;0,066;0,67;-0,006;-0,007;-0,006;0,477;0,533;0,947;0,153;0,053;0,098;0,202;0,256;-0,006;0,01;-0,005;0,91;0,535;1,051;0,892;0,047;0,36;0,569;1,08;-0,004;-0,002;-0,008;0,549;0,301;0,714;0,751;0,005;0,322;0,451;0,893;-0,003;0,022;-0,005;0,022;0,06;0,084;0,048;-0,003;0,019;0,059;0,1;-0,004
Blank corrected based on Raw Data (600);28,00;-0,003;-0,004;1,115;1,561;1,11;0,956;0,037;0,202;0,35;0,803;0,014;;0,002;-0,004;0,973;0,295;1,041;0,311;0,003;0,044;0,068;0,635;0,000126667;-0,008;-0,007;0,474;0,54;0,988;0,161;0,052;0,103;0,21;0,239;-0,006;0,012;-0,005;1,131;0,528;1,077;0,89;0,048;0,363;0,566;1,074;-0,004;-0,003;-0,006;0,55;0,301;0,73;0,747;0,003;0,321;0,456;0,89;-0,005;0,026;-0,004;0,025;0,06;0,084;0,049;-0,002;0,019;0,061;0,099;-0,005
Blank corrected based on Raw Data (600);28,17;-0,003;-0,006;1,102;1,565;1,118;0,891;0,029;0,204;0,367;0,798;0,016;;0,004;-0,005;0,939;0,28;1,068;0,319;-0,000946667;0,044;0,073;0,646;-0,003;-0,007;-0,008;0,475;0,554;0,868;0,166;0,04;0,107;0,22;0,245;-0,006;0,01;-0,003;0,933;0,526;1,066;0,883;0,042;0,366;0,549;1,084;0,006;-0,004;-0,007;0,519;0,316;0,715;0,709;0,006;0,32;0,52;0,88;0,012;0,022;-0,006;0,023;0,061;0,087;0,049;-0,004;0,018;0,101;0,101;-0,004
Blank corrected based on Raw Data (600);28,33;-0,003;-0,005;1,087;1,572;1,119;0,887;0,029;0,206;0,369;0,88;0,002;;0,003;-0,005;0,937;0,28;1,055;0,322;-0,001;0,044;0,075;0,679;-0,004;-0,008;-0,008;0,466;0,563;0,841;0,172;0,04;0,107;0,222;0,255;-0,006;0,01;-0,004;0,932;0,523;1,035;0,919;0,042;0,368;0,555;1,118;-0,002;-0,004;-0,006;0,52;0,318;0,698;0,707;0,006;0,318;0,527;0,895;-0,002;0,023;-0,005;0,024;0,061;0,09;0,049;-0,003;0,02;0,082;0,104;0,069
Blank corrected based on Raw Data (600);28,50;-0,003;-0,004;1,1;1,572;1,124;0,89;0,029;0,206;0,371;0,809;0,017;;0,003;-0,006;0,935;0,286;1,064;0,322;-0,001;0,046;0,079;0,656;0,000536667;-0,007;-0,008;0,47;0,574;0,886;0,183;0,04;0,11;0,225;0,258;-0,006;0,011;-0,003;1,03;0,518;1,057;0,878;0,043;0,367;0,559;1,098;0,004;-0,004;-0,007;0,514;0,315;0,704;0,702;0,006;0,319;0,534;0,893;-0,006;0,023;-0,006;0,023;0,064;0,091;0,05;-0,004;0,019;0,097;0,106;-0,003
Blank corrected based on Raw Data (600);28,67;-0,003;-0,005;1,115;1,578;1,117;0,887;0,028;0,208;0,375;0,787;0,016;;0,003;-0,006;0,938;0,291;1,069;0,325;-0,002;0,046;0,079;0,7;0,001;-0,007;-0,007;0,466;0,584;0,891;0,186;0,038;0,111;0,227;0,241;-0,006;0,013;-0,004;1,083;0,513;1,065;0,862;0,044;0,368;0,561;1,081;0,007;-0,005;-0,007;0,514;0,313;0,704;0,699;0,006;0,315;0,541;0,887;0,006;0,024;-0,005;0,023;0,064;0,096;0,051;-0,004;0,019;0,091;0,105;-0,002
Blank corrected based on Raw Data (600);28,83;-0,003;-0,005;1,127;1,56;1,119;0,879;0,028;0,211;0,387;0,787;0,017;;0,003;-0,005;0,945;0,301;1,072;0,326;-0,00005;0,048;0,082;0,676;-0,00065;-0,008;-0,008;0,461;0,59;0,865;0,199;0,041;0,115;0,229;0,257;-0,006;0,013;-0,004;0,966;0,508;1,051;0,956;0,039;0,369;0,558;1,113;0,006;-0,004;-0,006;0,521;0,316;0,707;0,701;0,007;0,318;0,548;0,887;0,011;0,023;-0,004;0,028;0,068;0,097;0,052;-0,003;0,02;0,091;0,105;0,004
Blank corrected based on Raw Data (600);29,00;-0,003;-0,004;1,103;1,545;1,119;0,873;0,028;0,211;0,387;0,789;0,016;;0,004;-0,006;0,931;0,302;1,072;0,331;-0,001;0,046;0,082;0,671;-0,001;-0,007;-0,008;0,472;0,597;0,877;0,207;0,039;0,118;0,233;0,254;-0,007;0,012;-0,004;1,018;0,502;1,072;0,898;0,042;0,372;0,56;1,094;0,005;-0,005;-0,006;0,519;0,314;0,732;0,695;0,006;0,316;0,575;0,875;0,006;0,022;-0,005;0,027;0,067;0,097;0,052;-0,003;0,019;0,095;0,112;-0,005
Blank corrected based on Raw Data (600);29,17;-0,003;-0,006;1,075;1,541;1,107;0,869;0,029;0,214;0,392;0,788;0,018;;0,003;-0,005;0,917;0,303;1,068;0,333;-0,001;0,046;0,087;0,669;0,00048;-0,007;-0,008;0,46;0,603;0,88;0,213;0,042;0,118;0,257;0,247;-0,006;0,009;-0,004;1,005;0,497;1,055;0,946;0,042;0,372;0,561;1,088;0,006;-0,004;-0,007;0,519;0,312;0,757;0,68;0,008;0,313;0,561;0,889;0,002;0,023;-0,005;0,029;0,067;0,096;0,054;-0,003;0,02;0,094;0,109;-0,004
Blank corrected based on Raw Data (600);29,33;-0,003;-0,006;1,003;1,548;1,104;0,871;0,028;0,217;0,392;0,795;0,012;;0,004;-0,006;0,896;0,304;1,07;0,331;-0,001;0,047;0,092;0,68;-0,004;-0,006;-0,008;0,458;0,616;0,904;0,227;0,041;0,119;0,241;0,258;-0,006;0,01;-0,005;0,936;0,496;1,098;0,853;0,043;0,374;0,565;1,106;0,003;-0,004;-0,007;0,508;0,311;0,735;0,671;0,009;0,313;0,579;0,886;0,002;0,023;-0,004;0,028;0,067;0,099;0,055;-0,003;0,021;0,098;0,115;-0,005
Blank corrected based on Raw Data (600);29,50;-0,002;-0,005;0,978;1,545;1,106;0,917;0,037;0,217;0,382;0,791;0,005;;0,004;-0,004;0,891;0,325;1,067;0,338;0,003;0,045;0,092;0,671;-0,004;-0,006;-0,007;0,454;0,598;0,95;0,235;0,051;0,118;0,237;0,279;-0,006;0,011;-0,005;0,971;0,492;1,094;0,934;0,052;0,375;0,585;1,115;0,000006667;-0,003;-0,006;0,533;0,295;0,767;0,681;0,005;0,311;0,537;0,875;0,009;0,022;-0,004;0,034;0,068;0,101;0,056;-0,001;0,022;0,07;0,112;-0,003
Blank corrected based on Raw Data (600);29,67;-0,003;-0,005;0,837;1,537;1,101;0,865;0,029;0,22;0,402;0,85;0,012;;0,004;-0,006;0,86;0,312;1,072;0,34;-0,001;0,047;0,097;0,698;0,003;-0,007;-0,008;0,46;0,602;0,923;0,243;0,041;0,125;0,247;0,273;-0,006;0,01;-0,004;0,969;0,49;1,046;0,862;0,041;0,376;0,569;1,122;0,003;-0,004;-0,007;0,507;0,308;0,72;0,664;0,007;0,311;0,585;0,875;0,008;0,022;-0,005;0,026;0,071;0,104;0,055;-0,004;0,022;0,095;0,116;0,083
Blank corrected based on Raw Data (600);29,83;-0,003;-0,004;0,776;1,539;1,095;0,866;0,03;0,221;0,405;0,82;0,018;;0,004;-0,005;0,838;0,319;1,057;0,344;-0,001;0,049;0,101;0,693;0,004;-0,007;-0,009;0,46;0,603;0,926;0,258;0,04;0,128;0,247;0,281;-0,005;0,016;-0,004;0,996;0,485;1,107;0,878;0,044;0,376;0,574;1,102;0,006;-0,004;-0,006;0,509;0,309;0,739;0,669;0,008;0,313;0,594;0,884;0,005;0,021;-0,004;0,026;0,072;0,106;0,057;-0,003;0,023;0,101;0,116;-0,003
